lf_move_id,lf_nome,data,valor_insumos_5902,chave,fb_move_id,fb_nome,fb_data,lf_periodo,fb_periodo
221581,VND/2025/00187,2025-03-25,1157.42,35250318467441000163550010000114461002215816,223282,ENTSI/2025/03/0072,2025-03-26,FECHADO,FECHADO
222054,VND/2025/00190,2025-03-25,5303.06,35250318467441000163550010000114511002220542,227115,ENTSI/2025/04/0003,2025-04-01,FECHADO,FECHADO
221856,VND/2025/00188,2025-03-25,8249.2,35250318467441000163550010000114481002218569,227144,ENTSI/2025/04/0004,2025-04-01,FECHADO,FECHADO
221116,VND/2025/00186,2025-03-25,4318.7,35250318467441000163550010000114441002211166,223043,ENTSI/2025/03/0071,2025-03-26,FECHADO,FECHADO
221953,VND/2025/00189,2025-03-25,5127.43,35250318467441000163550010000114491002219538,222869,ENTSI/2025/03/0067,2025-03-26,FECHADO,FECHADO
221035,VND/2025/00185,2025-03-25,51385.16,35250318467441000163550010000114431002210359,223008,ENTSI/2025/03/0070,2025-03-26,FECHADO,FECHADO
220863,VND/2025/00184,2025-03-25,2618.47,35250318467441000163550010000114411002208635,222777,ENTSI/2025/03/0066,2025-03-26,FECHADO,FECHADO
220781,VND/2025/00183,2025-03-25,2625.22,35250318467441000163550010000114391002207819,222997,ENTSI/2025/03/0069,2025-03-26,FECHADO,FECHADO
222221,VND/2025/00191,2025-03-26,80041.15,35250318467441000163550010000114541002222210,227230,ENTSI/2025/04/0005,2025-04-01,FECHADO,FECHADO
222314,VND/2025/00192,2025-03-26,9542.06,35250318467441000163550010000114561002223149,223339,ENTSI/2025/03/0074,2025-03-27,FECHADO,FECHADO
222972,VND/2025/00197,2025-03-26,93454.43,35250318467441000163550010000114661002229720,227269,ENTSI/2025/04/0007,2025-04-01,FECHADO,FECHADO
222462,VND/2025/00193,2025-03-26,93130.88,35250318467441000163550010000114581002224620,222958,ENTSI/2025/03/0068,2025-03-26,FECHADO,FECHADO
222640,VND/2025/00194,2025-03-26,8234.68,35250318467441000163550010000114611002226407,227258,ENTSI/2025/04/0006,2025-04-01,FECHADO,FECHADO
222871,VND/2025/00196,2025-03-26,8119.34,35250318467441000163550010000114641002228711,223934,ENTSI/2025/03/0075,2025-03-27,FECHADO,FECHADO
222697,VND/2025/00195,2025-03-26,51415.13,35250318467441000163550010000114631002226975,223314,ENTSI/2025/03/0073,2025-03-27,FECHADO,FECHADO
223613,VND/2025/00200,2025-03-27,8145.64,35250318467441000163550010000114701002236134,230018,ENTSI/2025/04/0008,2025-04-03,FECHADO,FECHADO
223844,VND/2025/00203,2025-03-27,18224.08,35250318467441000163550010000114761002238440,230150,ENTSI/2025/04/0012,2025-04-03,FECHADO,FECHADO
223368,VND/2025/00198,2025-03-27,8249.79,35250318467441000163550010000114681002233684,230176,ENTSI/2025/04/0014,2025-04-03,FECHADO,FECHADO
223821,VND/2025/00202,2025-03-27,63319.15,35250318467441000163550010000114741002238217,230138,ENTSI/2025/04/0013,2025-04-03,FECHADO,FECHADO
224073,VND/2025/00204,2025-03-27,5303.45,35250318467441000163550010000114791002240730,230124,ENTSI/2025/04/0011,2025-04-03,FECHADO,FECHADO
223531,VND/2025/00199,2025-03-27,1791.18,35250318467441000163550010000114691002235315,230057,ENTSI/2025/04/0009,2025-04-03,FECHADO,FECHADO
223684,VND/2025/00201,2025-03-27,1575.4,35250318467441000163550010000114731002236845,230092,ENTSI/2025/04/0010,2025-04-03,FECHADO,FECHADO
225092,VND/2025/00206,2025-03-28,5150.99,35250318467441000163550010000114821002250928,230227,ENTSI/2025/04/0016,2025-04-03,FECHADO,FECHADO
224468,VND/2025/00205,2025-03-28,8387.3,35250318467441000163550010000114801002244680,230206,ENTSI/2025/04/0015,2025-04-03,FECHADO,FECHADO
225552,VND/2025/00210,2025-03-31,5200.47,35250318467441000163550010000114871002255527,230410,ENTSI/2025/04/0020,2025-04-03,FECHADO,FECHADO
225501,VND/2025/00209,2025-03-31,4474.87,35250318467441000163550010000114851002255018,230393,ENTSI/2025/04/0019,2025-04-03,FECHADO,FECHADO
225737,VND/2025/00212,2025-03-31,6717.85,35250318467441000163550010000114891002257370,230344,ENTSI/2025/04/0018,2025-04-03,FECHADO,FECHADO
225371,VND/2025/00207,2025-03-31,7487.15,35250318467441000163550010000114831002253711,230483,ENTSI/2025/04/0022,2025-04-03,FECHADO,FECHADO
225374,VND/2025/00208,2025-03-31,1772.24,35250318467441000163550010000114841002253743,230463,ENTSI/2025/04/0021,2025-04-03,FECHADO,FECHADO
225653,VND/2025/00211,2025-03-31,8761.07,35250318467441000163550010000114881002256539,230322,ENTSI/2025/04/0017,2025-04-03,FECHADO,FECHADO
226864,VND/2025/00214,2025-04-01,10454.81,35250418467441000163550010000114931002268646,230790,ENTSI/2025/04/0026,2025-04-03,FECHADO,FECHADO
227024,VND/2025/00215,2025-04-01,16935.39,35250418467441000163550010000114941002270249,230837,ENTSI/2025/04/0027,2025-04-03,FECHADO,FECHADO
226471,VND/2025/00213,2025-04-01,4674.47,35250418467441000163550010000114911002264719,230762,ENTSI/2025/04/0025,2025-04-03,FECHADO,FECHADO
228742,VND/2025/00216,2025-04-02,22127.79,35250418467441000163550010000114961002287421,230691,ENTSI/2025/04/0024,2025-04-03,FECHADO,FECHADO
229433,VND/2025/00217,2025-04-02,15036.72,35250418467441000163550010000114991002294330,230561,ENTSI/2025/04/0023,2025-04-03,FECHADO,FECHADO
230695,VND/2025/00219,2025-04-03,8711.35,35250418467441000163550010000115021002306956,232002,ENTSI/2025/04/0029,2025-04-07,FECHADO,FECHADO
229777,VND/2025/00218,2025-04-03,4373.33,35250418467441000163550010000115011002297771,232022,ENTSI/2025/04/0030,2025-04-07,FECHADO,FECHADO
231361,VND/2025/00223,2025-04-04,19392.04,35250418467441000163550010000115061002313617,232091,ENTSI/2025/04/0033,2025-04-07,FECHADO,FECHADO
231207,VND/2025/00220,2025-04-04,3140.15,35250418467441000163550010000115031002312074,231982,ENTSI/2025/04/0028,2025-04-07,FECHADO,FECHADO
231455,VND/2025/00224,2025-04-04,62508.09,35250418467441000163550010000115081002314553,232049,ENTSI/2025/04/0032,2025-04-07,FECHADO,FECHADO
231345,VND/2025/00221,2025-04-04,3448.19,35250418467441000163550010000115051002313458,232033,ENTSI/2025/04/0031,2025-04-07,FECHADO,FECHADO
231355,VND/2025/00222,2025-04-04,5664.82,35250418467441000163550010000115071002313550,236786,ENTSI/2025/04/0042,2025-04-10,FECHADO,FECHADO
231703,VND/2025/00226,2025-04-05,87511.32,35250418467441000163550010000115121002317032,233086,ENTSI/2025/04/0035,2025-04-07,FECHADO,FECHADO
231686,VND/2025/00225,2025-04-05,87511.32,35250418467441000163550010000115101002316864,232116,ENTSI/2025/04/0034,2025-04-07,FECHADO,FECHADO
232562,VND/2025/00228,2025-04-07,19796.43,35250418467441000163550010000115161002325620,236858,ENTSI/2025/04/0047,2025-04-10,FECHADO,FECHADO
232792,VND/2025/00229,2025-04-07,13048.03,35250418467441000163550010000115181002327929,236787,ENTSI/2025/04/0043,2025-04-10,FECHADO,FECHADO
232894,VND/2025/00230,2025-04-07,59734.88,35250418467441000163550010000115201002328940,236819,ENTSI/2025/04/0044,2025-04-10,FECHADO,FECHADO
232128,VND/2025/00227,2025-04-07,86877.24,35250418467441000163550010000115141002321280,236837,ENTSI/2025/04/0045,2025-04-10,FECHADO,FECHADO
233137,VND/2025/00231,2025-04-08,74602.23,35250418467441000163550010000115211002331379,236731,ENTSI/2025/04/0041,2025-04-10,FECHADO,FECHADO
233554,VND/2025/00232,2025-04-08,6548.65,35250418467441000163550010000115231002335549,236622,ENTSI/2025/04/0039,2025-04-10,FECHADO,FECHADO
233790,VND/2025/00233,2025-04-08,14625.07,35250418467441000163550010000115241002337905,236670,ENTSI/2025/04/0040,2025-04-10,FECHADO,FECHADO
235335,VND/2025/00237,2025-04-09,15954.6,35250418467441000163550010000115331002353357,236426,ENTSI/2025/04/0036,2025-04-10,FECHADO,FECHADO
234991,VND/2025/00236,2025-04-09,18613.72,35250418467441000163550010000115321002349913,236885,ENTSI/2025/04/0046,2025-04-10,FECHADO,FECHADO
234456,VND/2025/00235,2025-04-09,92259.01,35250418467441000163550010000115281002344560,236530,ENTSI/2025/04/0038,2025-04-10,FECHADO,FECHADO
234261,VND/2025/00234,2025-04-09,15954.6,35250418467441000163550010000115261002342610,236503,ENTSI/2025/04/0037,2025-04-10,FECHADO,FECHADO
236690,VND/2025/00241,2025-04-10,18613.72,35250418467441000163550010000115411002366906,237355,ENTSI/2025/04/0051,2025-04-11,FECHADO,FECHADO
235772,VND/2025/00238,2025-04-10,74130.59,35250418467441000163550010000115351002357721,236905,ENTSI/2025/04/0048,2025-04-10,FECHADO,FECHADO
236280,VND/2025/00240,2025-04-10,18613.72,35250418467441000163550010000115391002362805,237051,ENTSI/2025/04/0050,2025-04-10,FECHADO,FECHADO
235973,VND/2025/00239,2025-04-10,18557.48,35250418467441000163550010000115381002359734,236938,ENTSI/2025/04/0049,2025-04-10,FECHADO,FECHADO
237521,VND/2025/00245,2025-04-11,5317.15,35250418467441000163550010000115471002375216,239810,ENTSI/2025/04/0058,2025-04-14,FECHADO,FECHADO
237275,VND/2025/00242,2025-04-11,18613.78,35250418467441000163550010000115431002372757,239687,ENTSI/2025/04/0057,2025-04-14,FECHADO,FECHADO
237888,VND/2025/00246,2025-04-11,17284.15,35250418467441000163550010000115501002378881,239641,ENTSI/2025/04/0056,2025-04-14,FECHADO,FECHADO
237318,VND/2025/00243,2025-04-11,5200.46,35250418467441000163550010000115451002373189,239829,ENTSI/2025/04/0059,2025-04-14,FECHADO,FECHADO
237432,VND/2025/00244,2025-04-11,5254.15,35250418467441000163550010000115461002374328,239863,ENTSI/2025/04/0060,2025-04-14,FECHADO,FECHADO
238485,VND/2025/00247,2025-04-12,18613.71,35250418467441000163550010000115521002384851,239597,ENTSI/2025/04/0055,2025-04-14,FECHADO,FECHADO
238530,VND/2025/00248,2025-04-12,5224.08,35250418467441000163550010000115541002385305,239320,ENTSI/2025/04/0052,2025-04-14,FECHADO,FECHADO
238884,VND/2025/00250,2025-04-14,3757.9,35250418467441000163550010000115561002388848,239414,ENTSI/2025/04/0054,2025-04-14,FECHADO,FECHADO
238564,VND/2025/00249,2025-04-14,47651.24,35250418467441000163550010000115551002385647,239390,ENTSI/2025/04/0053,2025-04-14,FECHADO,FECHADO
239108,VND/2025/00251,2025-04-14,8413.86,35250418467441000163550010000115581002391088,239912,ENTSI/2025/04/0062,2025-04-14,FECHADO,FECHADO
239811,VND/2025/00254,2025-04-14,58251.02,35250418467441000163550010000115621002398115,240890,ENTSI/2025/04/0065,2025-04-15,FECHADO,FECHADO
239194,VND/2025/00253,2025-04-14,2996.58,35250418467441000163550010000115601002391949,239933,ENTSI/2025/04/0063,2025-04-14,FECHADO,FECHADO
239171,VND/2025/00252,2025-04-14,1703.49,35250418467441000163550010000115591002391719,239889,ENTSI/2025/04/0061,2025-04-14,FECHADO,FECHADO
240744,VND/2025/00257,2025-04-15,8817.05,35250418467441000163550010000115651002407442,242018,ENTSI/2025/04/0069,2025-04-16,FECHADO,FECHADO
239942,VND/2025/00255,2025-04-15,37064.54,35250418467441000163550010000115631002399429,240877,ENTSI/2025/04/0064,2025-04-15,FECHADO,FECHADO
240686,VND/2025/00256,2025-04-15,30887.02,35250418467441000163550010000115641002406864,241980,ENTSI/2025/04/0068,2025-04-16,FECHADO,FECHADO
269375,VND/2025/00258,2025-05-23,19772.96,35250518467441000163550010000117081002693753,269976,ENTSI/2025/05/0056,2025-05-23,FECHADO,ABERTO
273402,VND/2025/00259,2025-05-29,12730.14,35250518467441000163550010000117341002734026,274135,ENTSI/2025/05/0068,2025-05-30,FECHADO,ABERTO
275481,VND/2025/00262,2025-06-02,32993.86,35250618467441000163550010000117431002754810,275691,ENTSI/2025/06/0002,2025-06-02,FECHADO,ABERTO
275630,VND/2025/00263,2025-06-02,91945.14,35250618467441000163550010000117441002756305,276355,ENTSI/2025/06/0004,2025-06-03,FECHADO,ABERTO
275365,VND/2025/00260,2025-06-02,19573.11,35250618467441000163550010000117401002753650,275706,ENTSI/2025/06/0003,2025-06-02,FECHADO,ABERTO
275371,VND/2025/00261,2025-06-02,39592.63,35250618467441000163550010000117411002753711,275670,ENTSI/2025/06/0001,2025-06-02,FECHADO,ABERTO
275930,VND/2025/00264,2025-06-03,38602.82,35250618467441000163550010000117461002759309,277452,ENTSI/2025/06/0011,2025-06-04,FECHADO,ABERTO
276216,VND/2025/00265,2025-06-03,10706.43,35250618467441000163550010000117471002762161,277250,ENTSI/2025/06/0007,2025-06-04,FECHADO,ABERTO
276974,VND/2025/00266,2025-06-04,2023.18,35250618467441000163550010000117491002769748,277376,ENTSI/2025/06/0009,2025-06-04,FECHADO,ABERTO
276981,VND/2025/00267,2025-06-04,8336.15,35250618467441000163550010000117501002769811,277399,ENTSI/2025/06/0010,2025-06-04,FECHADO,ABERTO
277454,VND/2025/00270,2025-06-04,31436.49,35250618467441000163550010000117551002774544,278224,ENTSI/2025/06/0013,2025-06-05,FECHADO,ABERTO
277437,VND/2025/00269,2025-06-04,9527.04,35250618467441000163550010000117541002774377,278167,ENTSI/2025/06/0012,2025-06-05,FECHADO,ABERTO
277338,VND/2025/00268,2025-06-04,16672.31,35250618467441000163550010000117521002773384,278322,ENTSI/2025/06/0014,2025-06-05,FECHADO,ABERTO
278080,VND/2025/00272,2025-06-05,5175.31,35250618467441000163550010000117601002780803,281756,ENTSI/2025/06/0023,2025-06-09,FECHADO,ABERTO
277967,VND/2025/00271,2025-06-05,42206.42,35250618467441000163550010000117591002779677,279823,ENTSI/2025/06/0018,2025-06-06,FECHADO,ABERTO
278338,VND/2025/00273,2025-06-05,3182.5,35250618467441000163550010000117611002783389,281904,ENTSI/2025/06/0025,2025-06-09,FECHADO,ABERTO
279644,VND/2025/00277,2025-06-06,92382.81,35250618467441000163550010000117711002796444,280980,ENTSI/2025/06/0021,2025-06-09,FECHADO,ABERTO
279256,VND/2025/00275,2025-06-06,39592.63,35250618467441000163550010000117661002792562,279904,ENTSI/2025/06/0019,2025-06-06,FECHADO,ABERTO
279473,VND/2025/00276,2025-06-06,155227.1,35250618467441000163550010000117691002794737,280921,ENTSI/2025/06/0020,2025-06-09,FECHADO,ABERTO
279164,VND/2025/00274,2025-06-06,15295.37,35250618467441000163550010000117641002791642,281814,ENTSI/2025/06/0024,2025-06-09,FECHADO,ABERTO
280879,VND/2025/00279,2025-06-09,53450.05,35250618467441000163550010000117731002808790,282609,ENTSI/2025/06/0027,2025-06-10,FECHADO,ABERTO
280281,VND/2025/00278,2025-06-09,3609.97,35250618467441000163550010000117721002802816,281696,ENTSI/2025/06/0022,2025-06-09,FECHADO,ABERTO
281603,VND/2025/00281,2025-06-09,19560.39,35250618467441000163550010000117761002816034,282568,ENTSI/2025/06/0026,2025-06-10,FECHADO,ABERTO
281212,VND/2025/00280,2025-06-09,10829.89,35250618467441000163550010000117741002812123,282647,ENTSI/2025/06/0028,2025-06-10,FECHADO,ABERTO
282205,VND/2025/00282,2025-06-10,23466.24,35250618467441000163550010000117771002822058,283499,ENTSI/2025/06/0031,2025-06-11,FECHADO,ABERTO
283056,VND/2025/00285,2025-06-10,25269.78,35250618467441000163550010000117841002830560,284233,ENTSI/2025/06/0032,2025-06-12,FECHADO,ABERTO
282685,VND/2025/00284,2025-06-10,62873.0,35250618467441000163550010000117811002826854,283177,ENTSI/2025/06/0029,2025-06-10,FECHADO,ABERTO
282308,VND/2025/00283,2025-06-10,25269.78,35250618467441000163550010000117791002823083,283435,ENTSI/2025/06/0030,2025-06-11,FECHADO,ABERTO
283539,VND/2025/00287,2025-06-11,23464.8,35250618467441000163550010000117901002835399,284327,ENTSI/2025/06/0033,2025-06-12,FECHADO,ABERTO
283297,VND/2025/00286,2025-06-11,73351.85,35250618467441000163550010000117861002832974,284759,ENTSI/2025/06/0036,2025-06-12,FECHADO,ABERTO
284241,VND/2025/00289,2025-06-12,25269.78,35250618467441000163550010000117941002842416,284841,ENTSI/2025/06/0037,2025-06-12,FECHADO,ABERTO
284369,VND/2025/00291,2025-06-12,10368.94,35250618467441000163550010000117961002843697,284595,ENTSI/2025/06/0034,2025-06-12,FECHADO,ABERTO
284995,VND/2025/00292,2025-06-12,14516.5,35250618467441000163550010000117991002849956,285876,ENTSI/2025/06/0038,2025-06-13,FECHADO,ABERTO
284328,VND/2025/00290,2025-06-12,7237.36,35250618467441000163550010000117951002843282,284747,ENTSI/2025/06/0035,2025-06-12,FECHADO,ABERTO
285398,VND/2025/00293,2025-06-12,20507.02,35250618467441000163550010000118011002853988,286119,ENTSI/2025/06/0040,2025-06-13,FECHADO,ABERTO
284173,VND/2025/00288,2025-06-12,17755.79,35250618467441000163550010000117921002841733,286716,ENTSI/2025/06/0041,2025-06-16,FECHADO,ABERTO
285555,VND/2025/00294,2025-06-13,2073.78,35250618467441000163550010000118021002855554,285976,ENTSI/2025/06/0039,2025-06-13,FECHADO,ABERTO
285788,VND/2025/00296,2025-06-13,46191.4,35250618467441000163550010000118041002857888,286944,ENTSI/2025/06/0044,2025-06-16,FECHADO,ABERTO
286272,VND/2025/00298,2025-06-13,7267.65,35250618467441000163550010000118081002862724,286895,ENTSI/2025/06/0042,2025-06-16,FECHADO,ABERTO
285818,VND/2025/00297,2025-06-13,2073.77,35250618467441000163550010000118051002858180,286920,ENTSI/2025/06/0043,2025-06-16,FECHADO,ABERTO
285674,VND/2025/00295,2025-06-13,2107.34,35250618467441000163550010000118071002856743,287019,ENTSI/2025/06/0046,2025-06-16,FECHADO,ABERTO
286789,VND/2025/00300,2025-06-16,92382.81,35250618467441000163550010000118121002867893,287064,ENTSI/2025/06/0047,2025-06-16,FECHADO,ABERTO
286604,VND/2025/00299,2025-06-16,13418.46,35250618467441000163550010000118091002866042,286966,ENTSI/2025/06/0045,2025-06-16,FECHADO,ABERTO
287020,VND/2025/00302,2025-06-16,39146.23,35250618467441000163550010000118141002870201,287452,ENTSI/2025/06/0049,2025-06-17,FECHADO,ABERTO
286968,VND/2025/00301,2025-06-16,46191.4,35250618467441000163550010000118131002869680,287406,ENTSI/2025/06/0048,2025-06-17,FECHADO,ABERTO
287223,VND/2025/00303,2025-06-16,32621.86,35250618467441000163550010000118161002872233,289901,ENTSI/2025/06/0056,2025-06-19,FECHADO,ABERTO
287338,VND/2025/00304,2025-06-17,37151.09,35250618467441000163550010000118171002873385,289912,ENTSI/2025/06/0057,2025-06-19,FECHADO,ABERTO
287579,VND/2025/00306,2025-06-17,57554.39,35250618467441000163550010000118201002875790,287914,ENTSI/2025/06/0051,2025-06-17,FECHADO,ABERTO
288234,VND/2025/00310,2025-06-17,63011.24,35250618467441000163550010000118271002882348,289796,ENTSI/2025/06/0053,2025-06-18,FECHADO,ABERTO
287441,VND/2025/00305,2025-06-17,15696.66,35250618467441000163550010000118191002874416,287854,ENTSI/2025/06/0050,2025-06-17,FECHADO,ABERTO
287720,VND/2025/00307,2025-06-17,5239.52,35250618467441000163550010000118211002877200,289890,ENTSI/2025/06/0055,2025-06-19,FECHADO,ABERTO
287742,VND/2025/00308,2025-06-17,10502.07,35250618467441000163550010000118231002877426,289924,ENTSI/2025/06/0058,2025-06-19,FECHADO,ABERTO
287748,VND/2025/00309,2025-06-17,14626.02,35250618467441000163550010000118241002877482,289946,ENTSI/2025/06/0059,2025-06-19,FECHADO,ABERTO
288816,VND/2025/00312,2025-06-18,11265.91,35250618467441000163550010000118301002888163,289964,ENTSI/2025/06/0060,2025-06-19,FECHADO,ABERTO
289740,VND/2025/00315,2025-06-18,20957.67,35250618467441000163550010000118351002897401,290254,ENTSI/2025/06/0063,2025-06-23,FECHADO,ABERTO
289339,VND/2025/00314,2025-06-18,15772.29,35250618467441000163550010000118331002893398,289993,ENTSI/2025/06/0062,2025-06-19,FECHADO,ABERTO
288836,VND/2025/00313,2025-06-18,20957.67,35250618467441000163550010000118311002888365,289975,ENTSI/2025/06/0061,2025-06-19,FECHADO,ABERTO
288345,VND/2025/00311,2025-06-18,12405.69,35250618467441000163550010000118281002883457,289820,ENTSI/2025/06/0054,2025-06-18,FECHADO,ABERTO
290418,VND/2025/00318,2025-06-23,5331.19,35250618467441000163550010000118401002904181,291543,ENTSI/2025/06/0067,2025-06-24,FECHADO,ABERTO
290221,VND/2025/00317,2025-06-23,7880.0,35250618467441000163550010000118381002902210,290317,ENTSI/2025/06/0064,2025-06-23,FECHADO,ABERTO
290166,VND/2025/00316,2025-06-23,34492.84,35250618467441000163550010000118371002901667,290353,ENTSI/2025/06/0065,2025-06-23,FECHADO,ABERTO
290712,VND/2025/00321,2025-06-23,10411.45,35250618467441000163550010000118441002907120,291703,ENTSI/2025/06/0071,2025-06-24,FECHADO,ABERTO
290687,VND/2025/00320,2025-06-23,6631.87,35250618467441000163550010000118431002906879,291659,ENTSI/2025/06/0069,2025-06-24,FECHADO,ABERTO
290472,VND/2025/00319,2025-06-23,16278.28,35250618467441000163550010000118411002904723,291507,ENTSI/2025/06/0066,2025-06-24,FECHADO,ABERTO
291016,VND/2025/00323,2025-06-24,2640.2,35250618467441000163550010000118461002910169,291637,ENTSI/2025/06/0068,2025-06-24,FECHADO,ABERTO
291012,VND/2025/00322,2025-06-24,13263.72,35250618467441000163550010000118451002910129,291679,ENTSI/2025/06/0070,2025-06-24,FECHADO,ABERTO
291862,VND/2025/00325,2025-06-24,22201.2,35250618467441000163550010000118511002918623,293409,ENTSI/2025/06/0076,2025-06-25,FECHADO,ABERTO
291789,VND/2025/00324,2025-06-24,73351.85,35250618467441000163550010000118501002917891,292847,ENTSI/2025/06/0072,2025-06-25,FECHADO,ABERTO
292897,VND/2025/00329,2025-06-25,92969.41,35250618467441000163550010000118581002928972,293835,ENTSI/2025/06/0077,2025-06-26,FECHADO,ABERTO
292267,VND/2025/00326,2025-06-25,35657.14,35250618467441000163550010000118531002922676,293159,ENTSI/2025/06/0073,2025-06-25,FECHADO,ABERTO
292311,VND/2025/00328,2025-06-25,26562.69,35250618467441000163550010000118561002923119,293220,ENTSI/2025/06/0074,2025-06-25,FECHADO,ABERTO
292279,VND/2025/00327,2025-06-25,19698.81,35250618467441000163550010000118541002922797,293343,ENTSI/2025/06/0075,2025-06-25,FECHADO,ABERTO
293781,VND/2025/00331,2025-06-26,4725.37,35250618467441000163550010000118611002937810,294339,ENTSI/2025/06/0078,2025-06-27,FECHADO,ABERTO
293522,VND/2025/00330,2025-06-26,55781.63,35250618467441000163550010000118601002935225,294393,ENTSI/2025/06/0079,2025-06-27,FECHADO,ABERTO
294072,VND/2025/00332,2025-06-26,6640.67,35250618467441000163550010000118641002940724,294404,ENTSI/2025/06/0080,2025-06-27,FECHADO,ABERTO
294127,VND/2025/00333,2025-06-27,4556.6,35250618467441000163550010000118651002941272,295030,ENTSI/2025/06/0082,2025-06-30,FECHADO,ABERTO
294585,VND/2025/00335,2025-06-27,92969.41,35250618467441000163550010000118701002945855,295067,ENTSI/2025/06/0083,2025-06-30,FECHADO,ABERTO
294298,VND/2025/00334,2025-06-27,65662.71,35250618467441000163550010000118661002942985,295003,ENTSI/2025/06/0081,2025-06-30,FECHADO,ABERTO
294969,VND/2025/00336,2025-06-30,40707.33,35250618467441000163550010000118721002949693,295469,ENTSI/2025/06/0084,2025-06-30,FECHADO,ABERTO
295294,VND/2025/00337,2025-06-30,15349.02,35250618467441000163550010000118751002952947,295979,ENTSI/2025/07/0001,2025-07-01,FECHADO,ABERTO
296288,VND/2025/00338,2025-07-01,13523.02,35250718467441000163550010000118781002962883,296593,ENTSI/2025/07/0002,2025-07-02,FECHADO,ABERTO
296811,VND/2025/00340,2025-07-02,71229.33,35250718467441000163550010000118811002968119,297513,ENTSI/2025/07/0007,2025-07-02,FECHADO,ABERTO
297077,VND/2025/00343,2025-07-02,20958.82,35250718467441000163550010000118841002970778,297509,ENTSI/2025/07/0006,2025-07-02,FECHADO,ABERTO
297070,VND/2025/00342,2025-07-02,272.83,35250718467441000163550010000118831002970703,297476,ENTSI/2025/07/0004,2025-07-02,FECHADO,ABERTO
296919,VND/2025/00341,2025-07-02,366.41,35250718467441000163550010000118821002969198,297446,ENTSI/2025/07/0003,2025-07-02,FECHADO,ABERTO
296785,VND/2025/00339,2025-07-02,4210.83,35250718467441000163550010000118801002967859,297497,ENTSI/2025/07/0005,2025-07-02,FECHADO,ABERTO
297655,VND/2025/00346,2025-07-03,14990.55,35250718467441000163550010000118891002976551,299253,ENTSI/2025/07/0011,2025-07-07,FECHADO,ABERTO
297982,VND/2025/00348,2025-07-03,92969.41,35250718467441000163550010000118921002979823,298754,ENTSI/2025/07/0008,2025-07-04,FECHADO,ABERTO
297718,VND/2025/00347,2025-07-03,13281.33,35250718467441000163550010000118911002977181,299318,ENTSI/2025/07/0012,2025-07-07,FECHADO,ABERTO
297643,VND/2025/00345,2025-07-03,59096.44,35250718467441000163550010000118881002976430,299190,ENTSI/2025/07/0010,2025-07-07,FECHADO,ABERTO
297517,VND/2025/00344,2025-07-03,73351.85,35250718467441000163550010000118861002975170,298767,ENTSI/2025/07/0009,2025-07-04,FECHADO,ABERTO
299503,VND/2025/00350,2025-07-07,86328.73,35250718467441000163550010000118991002995030,300670,ENTSI/2025/07/0014,2025-07-08,FECHADO,ABERTO
298935,VND/2025/00349,2025-07-07,86328.73,35250718467441000163550010000118951002989359,300159,ENTSI/2025/07/0013,2025-07-07,FECHADO,ABERTO
300375,VND/2025/00351,2025-07-08,37187.75,35250718467441000163550010000119011003003758,301127,ENTSI/2025/07/0015,2025-07-10,FECHADO,ABERTO
300402,VND/2025/00352,2025-07-08,8640.96,35250718467441000163550010000119021003004026,301148,ENTSI/2025/07/0016,2025-07-10,FECHADO,ABERTO
301043,VND/2025/00353,2025-07-10,9721.09,35250718467441000163550010000119051003010435,301639,ENTSI/2025/07/0018,2025-07-10,FECHADO,ABERTO
301589,VND/2025/00356,2025-07-10,4149.46,35250718467441000163550010000119131003015897,302248,ENTSI/2025/07/0019,2025-07-11,FECHADO,ABERTO
301505,VND/2025/00355,2025-07-10,62873.0,35250718467441000163550010000119121003015059,302234,ENTSI/2025/07/0020,2025-07-11,FECHADO,ABERTO
301287,VND/2025/00354,2025-07-10,1060.82,35250718467441000163550010000119091003012879,301619,ENTSI/2025/07/0017,2025-07-10,FECHADO,ABERTO
302533,VND/2025/00358,2025-07-11,8298.94,35250718467441000163550010000119171003025336,303504,ENTSI/2025/07/0022,2025-07-14,FECHADO,ABERTO
302463,VND/2025/00357,2025-07-11,40751.03,35250718467441000163550010000119141003024630,303473,ENTSI/2025/07/0021,2025-07-14,FECHADO,ABERTO
303834,VND/2025/00359,2025-07-15,20747.34,35250718467441000163550010000119221003038349,304016,ENTSI/2025/07/0023,2025-07-15,FECHADO,ABERTO
304134,VND/2025/00360,2025-07-15,10195.84,35250718467441000163550010000119241003041344,304365,ENTSI/2025/07/0024,2025-07-15,FECHADO,ABERTO
304542,VND/2025/00361,2025-07-16,69187.08,35250718467441000163550010000119261003045425,305358,ENTSI/2025/07/0026,2025-07-16,FECHADO,ABERTO
305012,VND/2025/00362,2025-07-16,5158.63,35250718467441000163550010000119271003050124,305338,ENTSI/2025/07/0025,2025-07-16,FECHADO,ABERTO
307411,VND/2025/00365,2025-07-18,92969.41,35250718467441000163550010000119331003074110,307575,ENTSI/2025/07/0029,2025-07-18,FECHADO,ABERTO
306584,VND/2025/00363,2025-07-18,20634.53,35250718467441000163550010000119291003065843,307337,ENTSI/2025/07/0027,2025-07-18,FECHADO,ABERTO
306792,VND/2025/00364,2025-07-18,1548.96,35250718467441000163550010000119301003067928,307384,ENTSI/2025/07/0028,2025-07-18,FECHADO,ABERTO
