payment_id,payment_name,payment_date,amount,ref,partner_id,partner_name,journal_id,journal_name,company_id,company_name,move_line_id,credit,create_date
19526,PAGIS/2025/01538,2025-09-09,2082.59,NF-e: 137600 Série: 1 - VND/2025/02404,88027,RIOS ATACAREJO,985,AGIS,4,NACOM GOYA - CD,2804025,2082.59,2025-12-15 16:52:56
19524,PAGIS/2025/01536,2025-09-09,6128.7,NF-e: 137614 Série: 1 - VND/2025/02414,86885,CAAPUA DIST,985,AGIS,4,NACOM GOYA - CD,2804019,6128.7,2025-12-15 16:52:53
19522,PAGIS/2025/01534,2025-09-09,15482.96,NF-e: 137752 Série: 1 - VND/2025/02503,87572,SORPAN ALIMENTOS,985,AGIS,4,NACOM GOYA - CD,2804015,15482.96,2025-12-15 16:52:50
19520,PAGIS/2025/01532,2025-09-09,10778.87,NF-e: 137774 Série: 1 - VND/2025/02512,207858,DISPAN,985,AGIS,4,NACOM GOYA - CD,2804011,10778.87,2025-12-15 16:52:45
19518,PAGIS/2025/01530,2025-09-09,21496.7,NF-e: 137783 Série: 1 - VND/2025/02516,88315,PRASO DIST,985,AGIS,4,NACOM GOYA - CD,2804007,21496.7,2025-12-15 16:52:43
19516,PAGIS/2025/01528,2025-09-09,2599.13,NF-e: 137430 Série: 1 - VND/2025/02291,205331,COMERCIAL CANAA,985,AGIS,4,NACOM GOYA - CD,2804003,2599.13,2025-12-15 16:52:40
19514,PAGIS/2025/01526,2025-09-09,9657.84,NF-e: 137532 Série: 1 - VND/2025/02363,87763,COMERCIAL PROLAC,985,AGIS,4,NACOM GOYA - CD,2803999,9657.84,2025-12-15 16:52:35
19512,PAGIS/2025/01524,2025-09-08,2407.59,NF-e: 138083 Série: 1 - VND/2025/02732,87435,MERCATO EXPRESS,985,AGIS,4,NACOM GOYA - CD,2803995,2407.59,2025-12-15 16:52:32
19510,PAGIS/2025/01522,2025-09-08,3471.67,NF-e: 137953 Série: 1 - VND/2025/02638,207913,S T DISTIRBUIDORA,985,AGIS,4,NACOM GOYA - CD,2803991,3471.67,2025-12-15 16:52:29
19508,PAGIS/2025/01520,2025-09-08,1273.66,NF-e: 137706 Série: 1 - VND/2025/02466,207762,GAB ATACADISTA,985,AGIS,4,NACOM GOYA - CD,2803987,1273.66,2025-12-15 16:52:26
19506,PAGIS/2025/01518,2025-09-07,2462.51,NF-e: 137710 Série: 1 - VND/2025/02471,207847,CASA DAS FARINHAS,985,AGIS,4,NACOM GOYA - CD,2803981,2462.51,2025-12-15 16:52:21
19504,PAGIS/2025/01516,2025-09-05,5449.22,NF-e: 137940 Série: 1 - VND/2025/02626,98857,SUPERMERCADOS PERIM,985,AGIS,4,NACOM GOYA - CD,2803977,5449.22,2025-12-15 16:52:18
19502,PAGIS/2025/01514,2025-09-05,7972.46,NF-e: 137946 Série: 1 - VND/2025/02632,88189,SUPERMERCADOS PERIM,985,AGIS,4,NACOM GOYA - CD,2803973,7972.46,2025-12-15 16:52:13
19500,PAGIS/2025/01512,2025-09-05,3396.13,NF-e: 137547 Série: 1 - VND/2025/02372,87852,DIST PARATY,985,AGIS,4,NACOM GOYA - CD,2803969,3396.13,2025-12-15 16:52:10
19498,PAGIS/2025/01510,2025-09-05,1572.45,NF-e: 137581 Série: 1 - VND/2025/02385,202712,PLURAL DISTRIBUIDORA DE ALIMENTOS,985,AGIS,4,NACOM GOYA - CD,2803965,1572.45,2025-12-15 16:52:07
19496,PAGIS/2025/01508,2025-09-05,9866.35,NF-e: 137588 Série: 1 - VND/2025/02393,207014,SOMA DISTRIBUICAO,985,AGIS,4,NACOM GOYA - CD,2803961,9866.35,2025-12-15 16:52:04
19494,PAGIS/2025/01506,2025-09-05,10896.2,NF-e: 137589 Série: 1 - VND/2025/02392,87640,COLINA,985,AGIS,4,NACOM GOYA - CD,2803957,10896.2,2025-12-15 16:52:00
19492,PAGIS/2025/01504,2025-09-05,29954.53,NF-e: 136949 Série: 1 - VND/2025/01953,88123,DIST ALFA,985,AGIS,4,NACOM GOYA - CD,2803947,29954.53,2025-12-15 16:51:56
19490,PAGIS/2025/01502,2025-09-04,2875.5,NF-e: 137736 Série: 1 - VND/2025/02487,207844,SAM FRIOS,985,AGIS,4,NACOM GOYA - CD,2803943,2875.5,2025-12-15 16:51:53
19488,PAGIS/2025/01500,2025-09-04,3340.67,NF-e: 137881 Série: 1 - VND/2025/02587,87745,SANNA,985,AGIS,4,NACOM GOYA - CD,2803939,3340.67,2025-12-15 16:51:49
19486,PAGIS/2025/01498,2025-09-04,6376.51,NF-e: 137891 Série: 1 - VND/2025/02590,87341,PIZZARIA AMERICA,985,AGIS,4,NACOM GOYA - CD,2803935,6376.51,2025-12-15 16:51:46
19484,PAGIS/2025/01496,2025-09-04,1034.14,NF-e: 137593 Série: 1 - VND/2025/02403,206180,SUPERMERCADO MIX,985,AGIS,4,NACOM GOYA - CD,2803929,1034.14,2025-12-15 16:51:43
19482,PAGIS/2025/01494,2025-09-04,1058.69,NF-e: 137625 Série: 1 - VND/2025/02417,86040,SOLUCAO,985,AGIS,4,NACOM GOYA - CD,2803925,1058.69,2025-12-15 16:51:39
19480,PAGIS/2025/01492,2025-09-03,1791.44,NF-e: 137831 Série: 1 - VND/2025/02547,86971,SANTA CLARA,985,AGIS,4,NACOM GOYA - CD,2803921,1791.44,2025-12-15 16:51:35
19478,PAGIS/2025/01490,2025-09-03,3125.32,NF-e: 137579 Série: 1 - VND/2025/02387,88082,REDE TIO LEO,985,AGIS,4,NACOM GOYA - CD,2803917,3125.32,2025-12-15 16:51:31
19476,PAGIS/2025/01488,2025-09-03,1737.8,NF-e: 137583 Série: 1 - VND/2025/02390,87339,REDE TIO LEO,985,AGIS,4,NACOM GOYA - CD,2803913,1737.8,2025-12-15 16:51:27
19474,PAGIS/2025/01486,2025-09-03,3429.9,NF-e: 137584 Série: 1 - VND/2025/02391,88080,REDE TIO LEO,985,AGIS,4,NACOM GOYA - CD,2803909,3429.9,2025-12-15 16:51:23
19472,PAGIS/2025/01484,2025-09-03,3555.1,NF-e: 137585 Série: 1 - VND/2025/02389,88083,REDE TIO LEO,985,AGIS,4,NACOM GOYA - CD,2803905,3555.1,2025-12-15 16:51:19
19470,PAGIS/2025/01482,2025-09-03,1013.23,NF-e: 137596 Série: 1 - VND/2025/02400,98933,MAIS ALIMENTOS,985,AGIS,4,NACOM GOYA - CD,2803901,1013.23,2025-12-15 16:51:14
19468,PAGIS/2025/01480,2025-09-03,1717.68,NF-e: 137597 Série: 1 - VND/2025/02399,87964,EXTREMA DIST,985,AGIS,4,NACOM GOYA - CD,2803897,1717.68,2025-12-15 16:51:11
19466,PAGIS/2025/01478,2025-09-03,7889.43,NF-e: 137272 Série: 1 - VND/2025/02179,98802,COMERCIAL FAVORITA,985,AGIS,4,NACOM GOYA - CD,2803893,7889.43,2025-12-15 16:51:07
19464,PAGIS/2025/01476,2025-09-03,8609.32,NF-e: 137433 Série: 1 - VND/2025/02292,87188,O FERMENTEIRO,985,AGIS,4,NACOM GOYA - CD,2803889,8609.32,2025-12-15 16:51:03
19462,PAGIS/2025/01474,2025-09-03,13523.65,NF-e: 137536 Série: 1 - VND/2025/02366,87973,CELESTE,985,AGIS,4,NACOM GOYA - CD,2803883,13523.65,2025-12-15 16:50:57
19460,PAGIS/2025/01472,2025-09-03,5508.21,NF-e: 136485 Série: 1 - VND/2025/01649,206156,IDEAL ALIMENTOS,985,AGIS,4,NACOM GOYA - CD,2803879,5508.21,2025-12-15 16:50:54
19458,PAGIS/2025/01470,2025-09-02,4583.85,NF-e: 137730 Série: 1 - VND/2025/02485,88146,SAL E DOCE,985,AGIS,4,NACOM GOYA - CD,2803875,4583.85,2025-12-15 16:50:51
19456,PAGIS/2025/01468,2025-09-02,2204.37,NF-e: 137745 Série: 1 - VND/2025/02496,88247,PAO DOURADO,985,AGIS,4,NACOM GOYA - CD,2803871,2204.37,2025-12-15 16:50:48
19454,PAGIS/2025/01466,2025-09-02,7721.76,NF-e: 137749 Série: 1 - VND/2025/02500,87841,COMAL,985,AGIS,4,NACOM GOYA - CD,2803867,7721.76,2025-12-15 16:50:45
19452,PAGIS/2025/01464,2025-09-02,3744.0,NF-e: 137754 Série: 1 - VND/2025/02505,204643,CAMARADA ADM DE REST,985,AGIS,4,NACOM GOYA - CD,2803863,3744.0,2025-12-15 16:50:42
19450,PAGIS/2025/01462,2025-09-02,1075.78,NF-e: 137771 Série: 1 - VND/2025/02509,86523,C. D. P.,985,AGIS,4,NACOM GOYA - CD,2803859,1075.78,2025-12-15 16:50:38
19448,PAGIS/2025/01460,2025-09-02,6763.66,NF-e: 137876 Série: 1 - VND/2025/02583,207786,LV FOODS COMERCIO DE GENEROS ALIMENTICIOS,985,AGIS,4,NACOM GOYA - CD,2803855,6763.66,2025-12-15 16:50:35
19446,PAGIS/2025/01458,2025-09-02,4192.29,NF-e: 137958 Série: 1 - VND/2025/02641,86488,L & G ALIMENTOS DO BRASIL LTDA,985,AGIS,4,NACOM GOYA - CD,2803851,4192.29,2025-12-15 16:50:30
19444,PAGIS/2025/01456,2025-09-02,15478.31,NF-e: 137752 Série: 1 - VND/2025/02503,87572,SORPAN ALIMENTOS,985,AGIS,4,NACOM GOYA - CD,2803847,15478.31,2025-12-15 16:50:27
19442,PAGIS/2025/01454,2025-09-02,10775.64,NF-e: 137774 Série: 1 - VND/2025/02512,207858,DISPAN,985,AGIS,4,NACOM GOYA - CD,2803843,10775.64,2025-12-15 16:50:24
19440,PAGIS/2025/01452,2025-09-02,16750.8,NF-e: 137775 Série: 1 - VND/2025/02513,207858,DISPAN,985,AGIS,4,NACOM GOYA - CD,2803839,16750.8,2025-12-15 16:50:21
19438,PAGIS/2025/01450,2025-09-02,4000.67,NF-e: 137420 Série: 1 - VND/2025/02285,207759,KEISON PEREIRA OLIVEIRA SANTOS,985,AGIS,4,NACOM GOYA - CD,2803835,4000.67,2025-12-15 16:50:18
19436,PAGIS/2025/01448,2025-09-02,6267.92,NF-e: 137422 Série: 1 - VND/2025/02288,88303,R A SERVICOS,985,AGIS,4,NACOM GOYA - CD,2803831,6267.92,2025-12-15 16:50:15
19434,PAGIS/2025/01446,2025-09-02,10007.31,NF-e: 137502 Série: 1 - VND/2025/02344,87817,FRIALY,985,AGIS,4,NACOM GOYA - CD,2803827,10007.31,2025-12-15 16:50:10
19432,PAGIS/2025/01444,2025-09-02,9654.95,NF-e: 137532 Série: 1 - VND/2025/02363,87763,COMERCIAL PROLAC,985,AGIS,4,NACOM GOYA - CD,2803823,9654.95,2025-12-15 16:50:07
19430,PAGIS/2025/01442,2025-09-01,6079.2,NF-e: 137904 Série: 1 - VND/2025/02600,87376,PRIME FOOD SOLUTIONS,985,AGIS,4,NACOM GOYA - CD,2803819,6079.2,2025-12-15 16:50:03
19428,PAGIS/2025/01440,2025-09-01,3471.67,NF-e: 137953 Série: 1 - VND/2025/02638,207913,S T DISTIRBUIDORA,985,AGIS,4,NACOM GOYA - CD,2803815,3471.67,2025-12-15 16:50:00
19426,PAGIS/2025/01438,2025-09-01,1477.35,NF-e: 137699 Série: 1 - VND/2025/02461,86640,BIG DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS,985,AGIS,4,NACOM GOYA - CD,2803811,1477.35,2025-12-15 16:49:57
19424,PAGIS/2025/01436,2025-09-01,1273.27,NF-e: 137706 Série: 1 - VND/2025/02466,207762,GAB ATACADISTA,985,AGIS,4,NACOM GOYA - CD,2803807,1273.27,2025-12-15 16:49:54
19422,PAGIS/2025/01434,2025-09-01,2286.02,NF-e: 137708 Série: 1 - VND/2025/02468,86010,TRILIX DIST,985,AGIS,4,NACOM GOYA - CD,2803803,2286.02,2025-12-15 16:49:50
19420,PAGIS/2025/01432,2025-09-01,10557.0,NF-e: 137342 Série: 1 - VND/2025/02222,87617,CDI BARRA,985,AGIS,4,NACOM GOYA - CD,2803799,10557.0,2025-12-15 16:49:48
19418,PAGIS/2025/01430,2025-09-01,19430.16,NF-e: 137476 Série: 1 - VND/2025/02319,88163,AMORIX,985,AGIS,4,NACOM GOYA - CD,2803793,19430.16,2025-12-15 16:49:44
19416,PAGIS/2025/01428,2025-09-01,4603.94,NF-e: 136848 Série: 1 - VND/2025/01882,86070,SIMAO FESTA,985,AGIS,4,NACOM GOYA - CD,2803789,4603.94,2025-12-15 16:49:40
19414,PAGIS/2025/01426,2025-09-01,18718.56,NF-e: 136927 Série: 1 - VND/2025/01941,86199,LUMAR,985,AGIS,4,NACOM GOYA - CD,2803785,18718.56,2025-12-15 16:49:36
19412,PAGIS/2025/01424,2025-09-01,63195.28,NF-e: 136098 Série: 1 - VND/2025/01396,88639,UNIAGRO,985,AGIS,4,NACOM GOYA - CD,2803781,63195.28,2025-12-15 16:49:33
19410,PAGIS/2025/01422,2025-08-31,4859.57,NF-e: 137546 Série: 1 - VND/2025/02371,207817,CHEGA+ ATACAREJO,985,AGIS,4,NACOM GOYA - CD,2803777,4859.57,2025-12-15 16:49:30
19408,PAGIS/2025/01420,2025-08-28,2950.29,NF-e: 137728 Série: 1 - VND/2025/02483,87230,ROYAL NUTS,985,AGIS,4,NACOM GOYA - CD,2803773,2950.29,2025-12-15 16:49:24
19406,PAGIS/2025/01418,2025-08-28,6553.23,NF-e: 137880 Série: 1 - VND/2025/02586,207785,EMPORIO FAHL,985,AGIS,4,NACOM GOYA - CD,2803769,6553.23,2025-12-15 16:49:22
19404,PAGIS/2025/01416,2025-08-28,3340.67,NF-e: 137881 Série: 1 - VND/2025/02587,87745,SANNA,985,AGIS,4,NACOM GOYA - CD,2803765,3340.67,2025-12-15 16:49:18
19402,PAGIS/2025/01414,2025-08-28,1034.13,NF-e: 137593 Série: 1 - VND/2025/02403,206180,SUPERMERCADO MIX,985,AGIS,4,NACOM GOYA - CD,2803761,1034.13,2025-12-15 16:49:15
19400,PAGIS/2025/01412,2025-08-28,2314.21,NF-e: 137594 Série: 1 - VND/2025/02402,206177,MEGA SUPERMERCADOS,985,AGIS,4,NACOM GOYA - CD,2803757,2314.21,2025-12-15 16:49:12
19398,PAGIS/2025/01410,2025-08-28,5447.08,NF-e: 137627 Série: 1 - VND/2025/02419,87826,COCO BAMBU BEIRA MAR,985,AGIS,4,NACOM GOYA - CD,2803753,5447.08,2025-12-15 16:49:08
19396,PAGIS/2025/01408,2025-08-28,1058.36,NF-e: 137625 Série: 1 - VND/2025/02417,86040,SOLUCAO,985,AGIS,4,NACOM GOYA - CD,2803749,1058.36,2025-12-15 16:49:05
19394,PAGIS/2025/01406,2025-08-28,1992.34,NF-e: 137626 Série: 1 - VND/2025/02418,86273,ATACADAO DUDA,985,AGIS,4,NACOM GOYA - CD,2803745,1992.34,2025-12-15 16:49:02
19392,PAGIS/2025/01404,2025-08-28,1519.6,NF-e: 137649 Série: 1 - VND/2025/02432,87575,DISKPAN,985,AGIS,4,NACOM GOYA - CD,2803741,1519.6,2025-12-15 16:48:59
19390,PAGIS/2025/01402,2025-08-28,102858.36,NF-e: 136707 Série: 1 - VND/2025/01812,87848,FORTALI,985,AGIS,4,NACOM GOYA - CD,2803737,102858.36,2025-12-15 16:48:55
19388,PAGIS/2025/01400,2025-08-28,3924.0,NF-e: 137258 Série: 1 - VND/2025/02156,204052,SUPER SANTOS,985,AGIS,4,NACOM GOYA - CD,2803733,3924.0,2025-12-15 16:48:52
19386,PAGIS/2025/01398,2025-08-28,5810.08,NF-e: 136280 Série: 1 - VND/2025/01484,87981,FRIGORIFICO SAO MATH,985,AGIS,4,NACOM GOYA - CD,2803729,5810.08,2025-12-15 16:48:49
19384,PAGIS/2025/01396,2025-08-27,1807.6,NF-e: 137714 Série: 1 - VND/2025/02474,204524,AMABRO DISTRIBUIDORA,985,AGIS,4,NACOM GOYA - CD,2803725,1807.6,2025-12-15 16:48:46
19382,PAGIS/2025/01394,2025-08-27,1376.28,NF-e: 137273 Série: 1 - VND/2025/02178,88100,RONDONIA,985,AGIS,4,NACOM GOYA - CD,2803721,1376.28,2025-12-15 16:48:43
19380,PAGIS/2025/01392,2025-08-27,17348.33,NF-e: 137553 Série: 1 - VND/2025/02376,207768,DIST E IMP IRMAOS AVELINO - CARAPICUIBA - BID FOOD,985,AGIS,4,NACOM GOYA - CD,2803717,17348.33,2025-12-15 16:48:40
19378,PAGIS/2025/01390,2025-08-27,1012.94,NF-e: 137596 Série: 1 - VND/2025/02400,98933,MAIS ALIMENTOS,985,AGIS,4,NACOM GOYA - CD,2803713,1012.94,2025-12-15 16:48:35
19376,PAGIS/2025/01388,2025-08-27,1717.16,NF-e: 137597 Série: 1 - VND/2025/02399,87964,EXTREMA DIST,985,AGIS,4,NACOM GOYA - CD,2803709,1717.16,2025-12-15 16:48:33
19374,PAGIS/2025/01386,2025-08-27,4133.5,NF-e: 137598 Série: 1 - VND/2025/02398,88325,MEZZANI,985,AGIS,4,NACOM GOYA - CD,2803705,4133.5,2025-12-15 16:48:30
19372,PAGIS/2025/01384,2025-08-27,1523.0,NF-e: 137599 Série: 1 - VND/2025/02397,86407,QUALY LIBERDADE,985,AGIS,4,NACOM GOYA - CD,2803701,1523.0,2025-12-15 16:48:26
19370,PAGIS/2025/01382,2025-08-27,3122.45,NF-e: 137607 Série: 1 - VND/2025/02407,205343,SCA LITORAL DIST,985,AGIS,4,NACOM GOYA - CD,2803697,3122.45,2025-12-15 16:48:22
19368,PAGIS/2025/01380,2025-08-27,7887.05,NF-e: 137272 Série: 1 - VND/2025/02179,98802,COMERCIAL FAVORITA,985,AGIS,4,NACOM GOYA - CD,2803693,7887.05,2025-12-15 16:48:19
19366,PAGIS/2025/01378,2025-08-27,128936.64,NF-e: 137490 Série: 1 - VND/2025/02334,205015,RFG COMERCIO - SUBWAY,985,AGIS,4,NACOM GOYA - CD,2803689,128936.64,2025-12-15 16:48:16
19364,PAGIS/2025/01376,2025-08-27,5182.2,NF-e: 136792 Série: 1 - VND/2025/01853,86614,QPIZZA,985,AGIS,4,NACOM GOYA - CD,2803685,5182.2,2025-12-15 16:48:13
19362,PAGIS/2025/01374,2025-08-27,2912.49,NF-e: 135430 Série: 1 - VND/2025/00902,87323,SUP RODRIGUES,985,AGIS,4,NACOM GOYA - CD,2803681,2912.49,2025-12-15 16:48:09
19360,PAGIS/2025/01372,2025-08-27,27112.33,NF-e: 135136 Série: 1 - VND/2025/00714,88268,BOMBONZAO,985,AGIS,4,NACOM GOYA - CD,2803677,27112.33,2025-12-15 16:48:05
19358,PAGIS/2025/01370,2025-08-26,2204.37,NF-e: 137745 Série: 1 - VND/2025/02496,88247,PAO DOURADO,985,AGIS,4,NACOM GOYA - CD,2803673,2204.37,2025-12-15 16:48:02
19356,PAGIS/2025/01368,2025-08-26,7721.76,NF-e: 137749 Série: 1 - VND/2025/02500,87841,COMAL,985,AGIS,4,NACOM GOYA - CD,2803669,7721.76,2025-12-15 16:47:59
19354,PAGIS/2025/01366,2025-08-26,3094.3,NF-e: 137755 Série: 1 - VND/2025/02506,202698,COMERCIAL ATOS PAN,985,AGIS,4,NACOM GOYA - CD,2803665,3094.3,2025-12-15 16:47:56
19352,PAGIS/2025/01364,2025-08-26,1075.79,NF-e: 137771 Série: 1 - VND/2025/02509,86523,C. D. P.,985,AGIS,4,NACOM GOYA - CD,2803661,1075.79,2025-12-15 16:47:53
19350,PAGIS/2025/01362,2025-08-26,2318.29,NF-e: 137793 Série: 1 - VND/2025/02522,202412,MAXIMO SUEIRO ALIMENTOS LTDA,985,AGIS,4,NACOM GOYA - CD,2803657,2318.29,2025-12-15 16:47:50
19348,PAGIS/2025/01360,2025-08-26,3041.23,NF-e: 137798 Série: 1 - VND/2025/02526,206146,A S DISTRIBUICAO DE ALIMENTOS LTDA,985,AGIS,4,NACOM GOYA - CD,2803653,3041.23,2025-12-15 16:47:46
19346,PAGIS/2025/01358,2025-08-26,4192.29,NF-e: 137958 Série: 1 - VND/2025/02641,86488,L & G ALIMENTOS DO BRASIL LTDA,985,AGIS,4,NACOM GOYA - CD,2803649,4192.29,2025-12-15 16:47:42
19344,PAGIS/2025/01356,2025-08-26,3151.09,NF-e: 137711 Série: 1 - VND/2025/02472,98897,SACOLÃO GATÃO,985,AGIS,4,NACOM GOYA - CD,2803645,3151.09,2025-12-15 16:47:38
19342,PAGIS/2025/01354,2025-08-26,1844.86,NF-e: 137237 Série: 1 - VND/2025/02135,207783,CEREALISTA E ATACADISTA AMIGAO,985,AGIS,4,NACOM GOYA - CD,2803641,1844.86,2025-12-15 16:47:33
19340,PAGIS/2025/01352,2025-08-26,7658.81,NF-e: 137552 Série: 1 - VND/2025/02374,207774,DIST E IMP IRMAOS AVELINO - PAULÍNIA - BID FOOD,985,AGIS,4,NACOM GOYA - CD,2803637,7658.81,2025-12-15 16:47:29
19338,PAGIS/2025/01350,2025-08-26,15478.31,NF-e: 137752 Série: 1 - VND/2025/02503,87572,SORPAN ALIMENTOS,985,AGIS,4,NACOM GOYA - CD,2803633,15478.31,2025-12-15 16:47:26
19336,PAGIS/2025/01348,2025-08-26,10775.64,NF-e: 137774 Série: 1 - VND/2025/02512,207858,DISPAN,985,AGIS,4,NACOM GOYA - CD,2803629,10775.64,2025-12-15 16:47:21
19334,PAGIS/2025/01346,2025-08-26,3999.47,NF-e: 137420 Série: 1 - VND/2025/02285,207759,KEISON PEREIRA OLIVEIRA SANTOS,985,AGIS,4,NACOM GOYA - CD,2803625,3999.47,2025-12-15 16:47:19
19332,PAGIS/2025/01344,2025-08-26,6266.04,NF-e: 137422 Série: 1 - VND/2025/02288,88303,R A SERVICOS,985,AGIS,4,NACOM GOYA - CD,2803621,6266.04,2025-12-15 16:47:16
19330,PAGIS/2025/01342,2025-08-26,10004.32,NF-e: 137502 Série: 1 - VND/2025/02344,87817,FRIALY,985,AGIS,4,NACOM GOYA - CD,2803617,10004.32,2025-12-15 16:47:13
19328,PAGIS/2025/01340,2025-08-26,9654.95,NF-e: 137532 Série: 1 - VND/2025/02363,87763,COMERCIAL PROLAC,985,AGIS,4,NACOM GOYA - CD,2803613,9654.95,2025-12-15 16:47:08
19326,PAGIS/2025/01338,2025-08-26,3058.77,NF-e: 137538 Série: 1 - VND/2025/02368,205179,SAO FRANCISCO SUP,985,AGIS,4,NACOM GOYA - CD,2803609,3058.77,2025-12-15 16:47:05
19324,PAGIS/2025/01336,2025-08-25,1890.0,NF-e: 137537 Série: 1 - VND/2025/02367,86011,ROST GUIMARAES DISTRIBUIDORA E TRANSPORTES LTDA,985,AGIS,4,NACOM GOYA - CD,2803605,1890.0,2025-12-15 16:47:02
19322,PAGIS/2025/01334,2025-08-25,3182.05,NF-e: 137684 Série: 1 - VND/2025/02451,207855,GENKI DISTRIBUIDORA,985,AGIS,4,NACOM GOYA - CD,2803601,3182.05,2025-12-15 16:46:59
19320,PAGIS/2025/01332,2025-08-25,1477.35,NF-e: 137699 Série: 1 - VND/2025/02461,86640,BIG DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS,985,AGIS,4,NACOM GOYA - CD,2803597,1477.35,2025-12-15 16:46:55
19318,PAGIS/2025/01330,2025-08-25,2286.03,NF-e: 137708 Série: 1 - VND/2025/02468,86010,TRILIX DIST,985,AGIS,4,NACOM GOYA - CD,2803593,2286.03,2025-12-15 16:46:52
19316,PAGIS/2025/01328,2025-08-25,10900.5,NF-e: 137723 Série: 1 - VND/2025/02481,87950,BOURBON,985,AGIS,4,NACOM GOYA - CD,2803589,10900.5,2025-12-15 16:46:48
19314,PAGIS/2025/01326,2025-08-25,2003.52,NF-e: 137174 Série: 1 - VND/2025/02100,88089,LIGZARB SUP,985,AGIS,4,NACOM GOYA - CD,2803585,2003.52,2025-12-15 16:46:43
19312,PAGIS/2025/01324,2025-08-25,2646.54,NF-e: 137352 Série: 1 - VND/2025/02234,204632,CB CONCEITO BH,985,AGIS,4,NACOM GOYA - CD,2803581,2646.54,2025-12-15 16:46:41
19310,PAGIS/2025/01322,2025-08-25,19424.32,NF-e: 137476 Série: 1 - VND/2025/02319,88163,AMORIX,985,AGIS,4,NACOM GOYA - CD,2803577,19424.32,2025-12-15 16:46:38
19308,PAGIS/2025/01320,2025-08-25,1973.28,NF-e: 136883 Série: 1 - VND/2025/01911,86195,CHURRASCARIA TRILHA,985,AGIS,4,NACOM GOYA - CD,2803573,1973.28,2025-12-15 16:46:35
19306,PAGIS/2025/01318,2025-08-25,3111.28,NF-e: 136884 Série: 1 - VND/2025/01913,86540,COSTELAO,985,AGIS,4,NACOM GOYA - CD,2803569,3111.28,2025-12-15 16:46:32
19304,PAGIS/2025/01316,2025-08-25,24447.43,NF-e: 137089 Série: 1 - VND/2025/02039,87186,COM MARTINS DE,985,AGIS,4,NACOM GOYA - CD,2803565,24447.43,2025-12-15 16:46:28
19302,PAGIS/2025/01314,2025-08-25,6551.1,NF-e: 137092 Série: 1 - VND/2025/02040,203957,KALBIR,985,AGIS,4,NACOM GOYA - CD,2803561,6551.1,2025-12-15 16:46:25
19300,PAGIS/2025/01312,2025-08-25,3188.51,NF-e: 136547 Série: 1 - VND/2025/01700,87151,SANTO ANTONIO ATAC,985,AGIS,4,NACOM GOYA - CD,2803557,3188.51,2025-12-15 16:46:21
19296,PAGIS/2025/01308,2025-08-25,53505.0,NF-e: 135564 Série: 1 - VND/2025/00994,98893,REDE MATEUS,985,AGIS,4,NACOM GOYA - CD,2803549,53505.0,2025-12-15 16:46:13
19294,PAGIS/2025/01306,2025-08-24,32071.73,NF-e: 136134 Série: 1 - VND/2025/01420,88243,GRUPO CARVALHO,985,AGIS,4,NACOM GOYA - CD,2803545,32071.73,2025-12-15 16:46:10
19292,PAGIS/2025/01304,2025-08-22,13782.47,NF-e: 137651 Série: 1 - VND/2025/02433,86523,C. D. P.,985,AGIS,4,NACOM GOYA - CD,2803541,13782.47,2025-12-15 16:46:05
19289,PAGIS/2025/01302,2025-08-22,1354.44,NF-e: 137654 Série: 1 - VND/2025/02434,88363,LA BELLA,985,AGIS,4,NACOM GOYA - CD,2803535,1354.44,2025-12-15 16:46:01
19288,PAGIS/2025/01300,2025-08-22,92211.41,NF-e: 137667 Série: 1 - VND/2025/02441,86975,J FRIOS LTDA,985,AGIS,4,NACOM GOYA - CD,2803533,92211.41,2025-12-15 16:45:55
19286,PAGIS/2025/01298,2025-08-22,5616.0,NF-e: 137419 Série: 1 - VND/2025/02286,204643,CAMARADA ADM DE REST,985,AGIS,4,NACOM GOYA - CD,2803511,5616.0,2025-12-15 16:45:52
19284,PAGIS/2025/01296,2025-08-22,3486.16,NF-e: 137079 Série: 1 - VND/2025/02033,87562,EMBALE,985,AGIS,4,NACOM GOYA - CD,2803507,3486.16,2025-12-15 16:45:49
19282,PAGIS/2025/01294,2025-08-22,7297.46,NF-e: 137090 Série: 1 - VND/2025/02038,98814,BERIMBAU,985,AGIS,4,NACOM GOYA - CD,2803503,7297.46,2025-12-15 16:45:45
19280,PAGIS/2025/01292,2025-08-22,5853.38,NF-e: 137091 Série: 1 - VND/2025/02041,87756,GALETOS DIST,985,AGIS,4,NACOM GOYA - CD,2803499,5853.38,2025-12-15 16:45:41
19278,PAGIS/2025/01290,2025-08-22,49888.0,NF-e: 136957 Série: 1 - VND/2025/01958,88004,LAREDO FOOD,985,AGIS,4,NACOM GOYA - CD,2803495,49888.0,2025-12-15 16:45:38
19276,PAGIS/2025/01288,2025-08-22,12021.0,NF-e: 136958 Série: 1 - VND/2025/01957,87848,FORTALI,985,AGIS,4,NACOM GOYA - CD,2803491,12021.0,2025-12-15 16:45:35
19274,PAGIS/2025/01286,2025-08-22,19501.55,NF-e: 136643 Série: 1 - VND/2025/01756,205228,MAIS FRIOS,985,AGIS,4,NACOM GOYA - CD,2803487,19501.55,2025-12-15 16:45:32
