62	29	LOTE_44457DB3	40.075.055/0001-85	EPCA EMPRESA PAULISTA DE CESTA ALIMENTAR LTDA	VCD2519551	\N	\N	136003	0	156.9	2225.74	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
46	26	LOTE_FC8EDF49	81.611.931/0044-68	REDE DFS	VCD2519530	\N	\N	135995	0	2866.1	30162.53	BA	REIS TRANSP E MUDANCAS LTDA	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
60	28	LOTE_44457DB3	40.075.055/0001-85	EPCA EMPRESA PAULISTA DE CESTA ALIMENTAR LTDA	VCD2519551			\N	\N	156.9	2225.74	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
61	28	LOTE_CE88E432	38.186.668/0001-48	VIA MIX DISTRIBUICAO	VCD2519555			\N	\N	383.20000000000005	5547.1	SP	Guarulhos	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
43	25	LOTE_E47EA4B1	04.528.629/0002-40	CDI BARRA	VCD2519549	\N	\N	\N	0	478	5278.5	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	cancelado	\N
291	166	LOTE_73316A03	06.057.223/0239-70	REDE ASSAI LJ 124	VCD2519835	1948177	24/06/2025	\N	0	456.67199999999997	6604.15	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	NF_NAO_PREENCHIDA	cancelado	0.5926948051948052
328	176	LOTE_33372F78	06.057.223/0256-70	REDE ASSAI LJ 17	VCD2519665	1948118	24/06/2025	\N	0	173.4	2296.4399999999996	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	NF_NAO_PREENCHIDA	cancelado	0.27142857142857146
292	166	LOTE_C9D9033C	06.057.223/0243-56	REDE ASSAI LJ 03	VCD2519755	1948116	24/06/2025	\N	0	62.34	927.3399999999999	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	NF_NAO_PREENCHIDA	cancelado	0.06574675324675325
44	25	LOTE_5E4D60F6	48.288.315/0001-02	SACOLAO DA ECONOMIA	VCD2519503	\N	\N	\N	0	134.04	1615.62	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	cancelado	\N
45	25	LOTE_0149FE19	46.213.468/0001-65	MERCADINHO NIKKEY	VCD2519502	\N	\N	\N	0	129.28	2128.2	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	cancelado	\N
35	17	LOTE_A155CBB7	55.323.216/0003-41	ALIMENTOS WILSON LTDA	VCD2519130	\N	13/06/2025	135977	0	1446.2	20178.32	SP	Guarulhos	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
36	17	LOTE_507F53C9	04.657.087/0001-25	SUPER GONCALVES	VCD2519535	\N	\N	135979	0	5.9	130.72	SP	Guarulhos	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
69	31	LOTE_4E3968EB	14.218.214/0001-43	MISTER PIZZA	VCD2519571	\N	\N	136020	0	176.16	2391.19	ES	Serra	\N	FRETE PESO	CAPITAL	0.7	0	189.45	0	\N	0.5	0	0	0	0	119.45	0	f	0.07	\N	ativo	\N
63	29	LOTE_CE88E432	38.186.668/0001-48	VIA MIX DISTRIBUICAO	VCD2519555	\N	\N	136004	0	385.4	5547.1	SP	Guarulhos	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
293	166	LOTE_C39FFBB3	06.057.223/0239-70	REDE ASSAI LJ 124	VCD2519717	1948177	24/06/2025	\N	0	257.4	2899.78	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	NF_NAO_PREENCHIDA	cancelado	0.37142857142857144
453	214	LOTE_226B45D1	06.057.223/0506-08	REDE ASSAI LJ 276	VCD2519656	1948165	26/06/2025	136493	0	271.8	4236.51	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	0.4257142857142857
294	166	LOTE_4924F778	06.057.223/0243-56	REDE ASSAI LJ 03	VCD2519639	1948116	24/06/2025	\N	0	40.2	1008.39	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	NF_NAO_PREENCHIDA	cancelado	0.061224489795918366
341	180	LOTE_6C7FCD8F	02.496.798/0001-30	SUP AGUIAR	VCD2519877	\N	\N	136352	0	426.96	5897.489999999999	SP	Guarulhos	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	0.6467681921253349
497	230	LOTE_92BA8E0B	15.666.943/0002-06	JF FOOD SERVICE	VCD2519747	\N	\N	\N	0	168.9	3131.7999999999997	SP	Jarinu	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	NF_NAO_PREENCHIDA	cancelado	0.419047619047619
498	230	LOTE_0B7C041F	15.666.943/0002-06	JF FOOD SERVICE	VCD2519558	\N	\N	\N	0	298.62	4042.74	SP	Jarinu	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	NF_NAO_PREENCHIDA	cancelado	0.6276190476190476
505	234	LOTE_7B31659A	44.873.652/0002-97	BATATAS DIPZ - FILIAL	VCD2519842	\N	\N	\N	0	1152	13961.4	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	NF_NAO_PREENCHIDA	cancelado	3.2
266	155	LOTE_02E3BC2C	07.608.233/0001-10	J FRIOS LTDA	VCD2519861	\N	\N	136278	0	134.45	2034.86	PI	0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
71	31	LOTE_436CFC41	34.686.928/0001-93	MISTER PIZZA	VCD2519569	\N	\N	136018	0	176.16	2391.19	ES	Vila Velha	\N	FRETE PESO	CAPITAL	0.7	0	189.45	0	\N	0.5	0	0	0	0	119.45	0	f	0.07	\N	ativo	\N
76	33	LOTE_25ABB3A2	93.209.765/0597-82	ATACADAO 947	VCD2519423	2506060050855.0	16/06/2025	\N	\N	2002.3550000000005	25403.940000000002	SP	Guaratinguetá	29	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
77	34	LOTE_B5CEB5E0	93.209.765/0598-63	ATACADAO 948	VCD2519396	2506090028661	16/06/2025	136017	0	997.56	14779.64	SP	Santa Bárbara d'Oeste	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
83	37	LOTE_E08D844A	44.873.652/0002-97	BATATAS DIPZ - FILIAL	VCD2519069	\N	\N	136027	0	372.6	5369.400000000001	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
11	6	LOTE_7264C28E	09.182.947/0012-98	MERCANTIL RODRIGUES	VCD2519523	\N	\N	136013	0	591.67	8233.619999999999	BA	Feira de Santana	\N	FRETE PESO	FEIRA DE SANTANA  - POLO	1.03	0	124.18	0	\N	0.9	5.15	0	0	0	25	0	t	0.07	\N	ativo	\N
457	217	LOTE_18855886	17.292.578/0001-61	HJ COMERCIO	VCD2519922	\N	\N	\N	0	566.6899999999999	6755.819999999999	SP	Guarulhos	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	NF_NAO_PREENCHIDA	cancelado	0.8461038961038961
452	214	LOTE_AF58D6DA	11.719.071/0001-65	R.SANTOS ALIMENTOS	VCD2519868	\N	\N	136491	0	990	15963	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	1.4285714285714286
459	218	LOTE_EDD0EAC2	03.328.617/0001-29	Cestas Silco Ltda	SILCO2506	\N	25/06/2025	\N	0	523	6531.68	SP	Mauá	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	cancelado	0.8928571428571429
295	167	LOTE_BE21E1E4	06.057.223/0348-23	REDE ASSAI LJ 155	VCD2519622	1948150	24/06/2025	136298	0	30.6	405.57	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	0.06
296	167	LOTE_6F0E2821	06.057.223/0348-23	REDE ASSAI LJ 155	VCD2519754	1948150	24/06/2025	136300	0	90	1351.42	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	0.13392857142857142
310	171	LOTE_81A0F1D8	06.057.223/0245-18	REDE ASSAI LJ 02	VCD2519753	1948154	24/06/2025	136302	0	22.44	333.69	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	0.01948051948051948
443	210	LOTE_D012E93B	62.375.191/0003-95	BARRACAO SUP LTDA	VCD2519930	\N	\N	136682	0	48	556.42	SP	Bauru	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	0.05
99	40	LOTE_852A8818	39.017.306/0090-61	CONSUMA	VCD2518770			\N	\N	1525.2899999999997	9284.1	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
100	40	LOTE_D18AC443	67.838.458/0052-35	LA BELLA	VCD2519348			\N	\N	377.65000000000003	1700.5200000000002	SP	São Paulo	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N	ativo	\N
