1719	135	SP	BA	EUNAPOLIS - POLO	FRACIONADA	FRETE PESO	1.03	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.114862
1722	135	SP	BA	FEIRA DE SANTANA  - POLO	FRACIONADA	FRETE PESO	1.03	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.138428
1724	135	SP	BA	ITABUNA - POLO	FRACIONADA	FRETE PESO	1.03	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.208231
1726	135	SP	BA	PORTO SEGURO - POLO	FRACIONADA	FRETE PESO	1.03	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.22238
1727	135	SP	BA	TEIXEIRA DE FREITAS  - POLO	FRACIONADA	FRETE PESO	1.03	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.23033
1720	135	SP	BA	EUNAPOLIS - REGIAO	FRACIONADA	FRETE PESO	1.1	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.122661
1723	135	SP	BA	FEIRA DE SANTANA  - REGIAO	FRACIONADA	FRETE PESO	1.1	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.144629
1725	135	SP	BA	ITABUNA - REGIAO	FRACIONADA	FRETE PESO	1.1	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.21533
1728	135	SP	BA	TEIXEIRA DE FREITAS - REGIAO	FRACIONADA	FRETE PESO	1.1	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.23711
1721	135	SP	BA	FEIRA DE SANTANA  - INTERIOR	FRACIONADA	FRETE PESO	1.5	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.132278
1731	135	SP	BA	VITORIA DA CONQUISTA - POLO	FRACIONADA	FRETE PESO	1.7	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.316484
1729	135	SP	BA	VITORIA DA CONQUISTA - INTERIOR	FRACIONADA	FRETE PESO	2.67	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.243227
1730	135	SP	BA	VITORIA DA CONQUISTA - INTERIOR 2	FRACIONADA	FRETE PESO	2.67	0	0	124.18	0.9	0	0	5.15	25	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:32:00.310425
1697	130	SP	RO	VILHENA	FRACIONADA	FRETE PESO	0.88944	0	0	93.84	0.85	0	0	5.2	77.42	0	0	f	Rafael de Carvalho Nascimento	2025-06-10 23:31:59.239162
1695	130	SP	RO	PORTO VELHO	FRACIONADA	FRETE PESO	1.1322	0	0	93.84	0.85	0	0	5.2	77.42	0	0	f	Rafael de Carvalho Nascimento	2025-06-10 23:31:59.227903
1696	130	SP	AC	RIO BRANCO	FRACIONADA	FRETE PESO	1.3158	0	0	119.34	0.85	0	0	5.2	77.42	0	0	f	Rafael de Carvalho Nascimento	2025-06-10 23:31:59.233648
2436	100	SP	GO	APARECIDA DE GOIANIA	DIRETA	3/4	0	0	0	5850	0	0	0	0	0	0	0	t	Rafael de Carvalho Nascimento	2025-06-11 00:14:31.243294
1568	111	SP	GO	APARECIDA DE GOIANIA	DIRETA	TRUCK	0	0	0	8360	0	0	0	0	0	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:31:48.415702
1567	111	SP	GO	APARECIDA DE GOIANIA	DIRETA	CARRETA	0	0	0	9500	0	0	0	0	0	0	0	t	Rafael de Carvalho Nascimento	2025-06-10 23:31:48.330778
2112	100	SP	PB	CAMPINA GRANDE	DIRETA	3/4	0	0	0	28350	0	0	0	0	0	0	0	t	Rafael de Carvalho Nascimento	2025-06-11 00:05:42.719808
2159	100	SP	PE	IGARASSU	DIRETA	3/4	0	0	0	29360	0	0	0	0	0	0	0	t	Rafael de Carvalho Nascimento	2025-06-11 00:05:45.955742
3293	184	SP	SP	ESPORADICO / ROTA 29	DIRETA	FIORINO	0	0	0	1450	0	0	0	0	0	0	0	t	Jessica Tereza da Silva 	2025-07-18 16:56:38.227269
3294	184	SP	SP	ESPORADICO / ROTA 30	DIRETA	FIORINO	0	0	0	1510	0	0	0	0	0	0	0	t	Jessica Tereza da Silva 	2025-07-18 16:56:38.238203
3295	184	SP	SP	ESPORADICO / ROTA 31	DIRETA	FIORINO	0	0	0	1650	0	0	0	0	0	0	0	t	Jessica Tereza da Silva 	2025-07-18 16:56:38.249394
3296	185	SP	SP	ESPORADICO / ROTA 1	DIRETA	FIORINO	0	0	0	190	0	0	0	0	0	0	0	t	Jessica Tereza da Silva 	2025-07-21 10:15:07.471133
3297	185	SP	SP	ESPORADICO / ROTA 2	DIRETA	FIORINO	0	0	0	250	0	0	0	0	0	0	0	t	Jessica Tereza da Silva 	2025-07-21 10:15:07.480667
3298	185	SP	SP	ESPORADICO / ROTA 3	DIRETA	FIORINO	0	0	0	270	0	0	0	0	0	0	0	t	Jessica Tereza da Silva 	2025-07-21 10:15:07.490818
3299	185	SP	SP	ESPORADICO / ROTA 4	DIRETA	FIORINO	0	0	0	300	0	0	0	0	0	0	0	t	Jessica Tereza da Silva 	2025-07-21 10:15:07.501278
3300	185	SP	SP	ESPORADICO / ROTA 5	DIRETA	FIORINO	0	0	0	350	0	0	0	0	0	0	0	t	Jessica Tereza da Silva 	2025-07-21 10:15:07.510117
3301	185	SP	SP	ESPORADICO / ROTA 6	DIRETA	FIORINO	0	0	0	400	0	0	0	0	0	0	0	t	Jessica Tereza da Silva 	2025-07-21 10:15:07.519209
3302	185	SP	SP	ESPORADICO / ROTA 7	DIRETA	FIORINO	0	0	0	420	0	0	0	0	0	0	0	t	Jessica Tereza da Silva 	2025-07-21 10:15:07.528436
3303	185	SP	SP	ESPORADICO / ROTA 8	DIRETA	FIORINO	0	0	0	430	0	0	0	0	0	0	0	t	Jessica Tereza da Silva 	2025-07-21 10:15:07.538197
