1	satisfaction	1	{"dominio": "entregas"}	2025-07-04 23:07:00.335385	2025-07-04 23:07:00.335385	2025-07-04 23:07:00.335385
2	satisfaction	1	{"dominio": "entregas"}	2025-07-04 23:08:43.84954	2025-07-04 23:08:43.84954	2025-07-04 23:08:43.84954
3	satisfaction	1	{"dominio": "entregas"}	2025-07-04 23:19:20.656039	2025-07-04 23:19:20.656039	2025-07-04 23:19:20.656039
4	satisfaction	1	{"dominio": "entregas"}	2025-07-04 23:20:19.674466	2025-07-04 23:20:19.674466	2025-07-04 23:20:19.674466
5	satisfaction	1	{"dominio": "entregas"}	2025-07-04 23:24:27.31548	2025-07-04 23:24:27.31548	2025-07-04 23:24:27.31548
6	satisfaction	1	{"dominio": "entregas"}	2025-07-04 23:27:43.977663	2025-07-04 23:27:43.977663	2025-07-04 23:27:43.977663
7	satisfaction	1	{"dominio": "entregas"}	2025-07-04 23:32:37.030659	2025-07-04 23:32:37.030659	2025-07-04 23:32:37.030659
8	satisfaction	1	{"dominio": "entregas"}	2025-07-04 23:33:41.313066	2025-07-04 23:33:41.313066	2025-07-04 23:33:41.313066
9	satisfaction	1	{"dominio": "entregas"}	2025-07-05 00:13:38.317539	2025-07-05 00:13:38.317539	2025-07-05 00:13:38.317539
10	satisfaction	1	{"dominio": "entregas"}	2025-07-05 00:16:02.729185	2025-07-05 00:16:02.729185	2025-07-05 00:16:02.729185
11	satisfaction	1	{"dominio": "entregas"}	2025-07-05 00:17:43.567122	2025-07-05 00:17:43.567122	2025-07-05 00:17:43.567122
12	satisfaction	1	{"dominio": "entregas"}	2025-07-05 00:19:36.00861	2025-07-05 00:19:36.00861	2025-07-05 00:19:36.00861
13	satisfaction	1	{"dominio": "geral"}	2025-07-05 19:59:23.408217	2025-07-05 19:59:23.408217	2025-07-05 19:59:23.408217
14	satisfaction	1	{"dominio": "geral"}	2025-07-05 22:23:58.482479	2025-07-05 22:23:58.482479	2025-07-05 22:23:58.482479
15	satisfaction	1	{"dominio": "geral"}	2025-07-05 22:24:36.788435	2025-07-05 22:24:36.788435	2025-07-05 22:24:36.788435
16	satisfaction	1	{"dominio": "geral"}	2025-07-06 01:03:39.730211	2025-07-06 01:03:39.730211	2025-07-06 01:03:39.730211
17	satisfaction	1	{"dominio": "geral"}	2025-07-06 01:03:56.892369	2025-07-06 01:03:56.892369	2025-07-06 01:03:56.892369
18	satisfaction	1	{"dominio": "entregas"}	2025-07-06 01:04:19.533343	2025-07-06 01:04:19.533343	2025-07-06 01:04:19.533343
19	satisfaction	1	{"dominio": "geral"}	2025-07-06 02:58:13.006678	2025-07-06 02:58:13.006678	2025-07-06 02:58:13.006678
20	satisfaction	1	{"dominio": "geral"}	2025-07-06 02:59:53.555715	2025-07-06 02:59:53.555715	2025-07-06 02:59:53.555715
21	satisfaction	1	{"dominio": "geral"}	2025-07-06 03:03:51.808301	2025-07-06 03:03:51.808301	2025-07-06 03:03:51.808301
22	satisfaction	1	{"dominio": "geral"}	2025-07-06 03:08:35.179374	2025-07-06 03:08:35.179374	2025-07-06 03:08:35.179374
23	satisfaction	1	{"dominio": "geral"}	2025-07-06 03:10:51.625872	2025-07-06 03:10:51.625872	2025-07-06 03:10:51.625872
24	satisfaction	1	{"dominio": "geral"}	2025-07-06 03:11:24.106915	2025-07-06 03:11:24.106915	2025-07-06 03:11:24.106915
25	satisfaction	1	{"dominio": "geral"}	2025-07-06 03:12:51.804344	2025-07-06 03:12:51.804344	2025-07-06 03:12:51.804344
26	satisfaction	1	{"dominio": "geral"}	2025-07-06 03:12:59.068423	2025-07-06 03:12:59.068423	2025-07-06 03:12:59.068423
27	satisfaction	1	{"dominio": "geral"}	2025-07-06 03:13:47.354092	2025-07-06 03:13:47.354092	2025-07-06 03:13:47.354092
28	satisfaction	1	{"dominio": "geral"}	2025-07-06 03:16:20.915309	2025-07-06 03:16:20.915309	2025-07-06 03:16:20.915309
29	satisfaction	1	{"dominio": "geral"}	2025-07-06 03:31:25.994667	2025-07-06 03:31:25.994667	2025-07-06 03:31:25.994667
30	satisfaction	1	{"dominio": "geral"}	2025-07-06 03:51:04.794653	2025-07-06 03:51:04.794653	2025-07-06 03:51:04.794653
31	satisfaction	1	{"dominio": "geral"}	2025-07-06 04:10:03.198323	2025-07-06 04:10:03.198323	2025-07-06 04:10:03.198323
32	satisfaction	1	{"dominio": "geral"}	2025-07-06 04:10:44.678345	2025-07-06 04:10:44.678345	2025-07-06 04:10:44.678345
33	satisfaction	1	{"dominio": "geral"}	2025-07-06 04:11:29.351032	2025-07-06 04:11:29.351032	2025-07-06 04:11:29.351032
34	satisfaction	1	{"dominio": "geral"}	2025-07-06 04:15:59.173586	2025-07-06 04:15:59.173586	2025-07-06 04:15:59.173586
35	satisfaction	1	{"dominio": "geral"}	2025-07-06 04:16:46.488357	2025-07-06 04:16:46.488357	2025-07-06 04:16:46.488357
36	satisfaction	1	{"dominio": "geral"}	2025-07-06 04:17:16.018484	2025-07-06 04:17:16.018484	2025-07-06 04:17:16.018484
37	satisfaction	1	{"dominio": "geral"}	2025-07-06 04:18:04.913868	2025-07-06 04:18:04.913868	2025-07-06 04:18:04.913868
38	satisfaction	1	{"dominio": "geral"}	2025-07-06 04:19:15.835019	2025-07-06 04:19:15.835019	2025-07-06 04:19:15.835019
39	satisfaction	1	{"dominio": "geral"}	2025-07-06 04:22:34.73219	2025-07-06 04:22:34.73219	2025-07-06 04:22:34.73219
40	satisfaction	1	{"dominio": "geral"}	2025-07-06 10:01:45.357868	2025-07-06 10:01:45.357868	2025-07-06 10:01:45.357868
41	satisfaction	1	{"dominio": "geral"}	2025-07-06 10:04:45.786593	2025-07-06 10:04:45.786593	2025-07-06 10:04:45.786593
42	satisfaction	1	{"dominio": "geral"}	2025-07-06 10:09:01.988736	2025-07-06 10:09:01.988736	2025-07-06 10:09:01.988736
43	satisfaction	1	{"dominio": "geral"}	2025-07-06 10:09:34.587179	2025-07-06 10:09:34.587179	2025-07-06 10:09:34.587179
44	satisfaction	1	{"dominio": "geral"}	2025-07-06 11:54:54.574429	2025-07-06 11:54:54.574429	2025-07-06 11:54:54.574429
45	satisfaction	1	{"dominio": "geral"}	2025-07-06 11:57:49.008211	2025-07-06 11:57:49.008211	2025-07-06 11:57:49.008211
46	satisfaction	1	{"dominio": "geral"}	2025-07-06 11:59:37.418514	2025-07-06 11:59:37.418514	2025-07-06 11:59:37.418514
47	satisfaction	1	{"dominio": "geral"}	2025-07-06 12:02:06.920674	2025-07-06 12:02:06.920674	2025-07-06 12:02:06.920674
48	satisfaction	1	{"dominio": "geral"}	2025-07-06 12:04:27.879665	2025-07-06 12:04:27.879665	2025-07-06 12:04:27.879665
49	satisfaction	1	{"dominio": "geral"}	2025-07-06 12:09:11.017224	2025-07-06 12:09:11.017224	2025-07-06 12:09:11.017224
50	satisfaction	1	{"dominio": "geral"}	2025-07-06 12:09:59.220306	2025-07-06 12:09:59.220306	2025-07-06 12:09:59.220306
