51	satisfaction	1	{"dominio": "geral"}	2025-07-06 13:21:32.800745	2025-07-06 13:21:32.800745	2025-07-06 13:21:32.800745
52	satisfaction	1	{"dominio": "geral"}	2025-07-06 13:22:35.0246	2025-07-06 13:22:35.0246	2025-07-06 13:22:35.0246
53	satisfaction	1	{"dominio": "geral"}	2025-07-06 13:35:21.206663	2025-07-06 13:35:21.206663	2025-07-06 13:35:21.206663
54	satisfaction	1	{"dominio": "geral"}	2025-07-06 13:40:18.8432	2025-07-06 13:40:18.8432	2025-07-06 13:40:18.8432
55	satisfaction	1	{"dominio": "geral"}	2025-07-06 13:44:52.702148	2025-07-06 13:44:52.702148	2025-07-06 13:44:52.702148
56	satisfaction	1	{"dominio": "geral"}	2025-07-06 13:46:11.492188	2025-07-06 13:46:11.492188	2025-07-06 13:46:11.492188
57	satisfaction	1	{"dominio": "geral"}	2025-07-06 13:54:44.810809	2025-07-06 13:54:44.810809	2025-07-06 13:54:44.810809
58	satisfaction	1	{"dominio": "geral"}	2025-07-06 15:09:28.544598	2025-07-06 15:09:28.544598	2025-07-06 15:09:28.544598
59	satisfaction	1	{"dominio": "geral"}	2025-07-06 15:10:26.495581	2025-07-06 15:10:26.495581	2025-07-06 15:10:26.495581
60	satisfaction	1	{"dominio": "geral"}	2025-07-06 16:21:10.989448	2025-07-06 16:21:10.989448	2025-07-06 16:21:10.989448
61	satisfaction	1	{"dominio": "geral"}	2025-07-06 16:22:11.322336	2025-07-06 16:22:11.322336	2025-07-06 16:22:11.322336
62	satisfaction	1	{"dominio": "geral"}	2025-07-06 16:24:51.251931	2025-07-06 16:24:51.251931	2025-07-06 16:24:51.251931
63	satisfaction	1	{"dominio": "geral"}	2025-07-06 16:25:58.828017	2025-07-06 16:25:58.828017	2025-07-06 16:25:58.828017
64	satisfaction	1	{"dominio": "geral"}	2025-07-06 16:26:52.411673	2025-07-06 16:26:52.411673	2025-07-06 16:26:52.411673
65	satisfaction	1	{"dominio": "geral"}	2025-07-06 16:29:17.175506	2025-07-06 16:29:17.175506	2025-07-06 16:29:17.175506
66	satisfaction	1	{"dominio": "geral"}	2025-07-06 16:30:34.944159	2025-07-06 16:30:34.944159	2025-07-06 16:30:34.944159
67	satisfaction	1	{"dominio": "geral"}	2025-07-06 16:37:01.355255	2025-07-06 16:37:01.355255	2025-07-06 16:37:01.355255
68	satisfaction	1	{"dominio": "geral"}	2025-07-06 16:41:22.430308	2025-07-06 16:41:22.430308	2025-07-06 16:41:22.430308
69	satisfaction	1	{"dominio": "geral"}	2025-07-06 18:58:03.368381	2025-07-06 18:58:03.368381	2025-07-06 18:58:03.368381
70	satisfaction	1	{"dominio": "geral"}	2025-07-06 19:00:01.611711	2025-07-06 19:00:01.611711	2025-07-06 19:00:01.611711
71	satisfaction	1	{"dominio": "geral"}	2025-07-06 19:01:23.175567	2025-07-06 19:01:23.175567	2025-07-06 19:01:23.175567
72	satisfaction	1	{"dominio": "geral"}	2025-07-06 19:02:34.722946	2025-07-06 19:02:34.722946	2025-07-06 19:02:34.722946
73	satisfaction	1	{"dominio": "geral"}	2025-07-06 21:02:01.466311	2025-07-06 21:02:01.466311	2025-07-06 21:02:01.466311
74	satisfaction	1	{"dominio": "geral"}	2025-07-06 21:12:41.305615	2025-07-06 21:12:41.305615	2025-07-06 21:12:41.305615
75	satisfaction	1	{"dominio": "geral"}	2025-07-11 12:46:22.123306	2025-07-11 12:46:22.123306	2025-07-11 12:46:22.123306
76	satisfaction	1	{"dominio": "geral"}	2025-07-11 16:05:42.182883	2025-07-11 16:05:42.182883	2025-07-11 16:05:42.182883
77	satisfaction	1	{"dominio": "geral"}	2025-07-11 16:30:43.321566	2025-07-11 16:30:43.321566	2025-07-11 16:30:43.321566
\.


