84	2025-07-07	4230180	AZEITONA PRETA FATIADA BAG 6X1,01 KG - INDUSTRIA	35	1106	COMFRIO	nan	2025-07-01 20:25:24.44316	2025-07-01 20:25:24.443163	Rafael de Carvalho Nascimento	\N
85	2025-07-08	4729098	OL. MIS AZEITE DE OLIVA VD 12X500 ML - ST ISABEL	4000	LF	ST ISABEL	nan	2025-07-01 20:25:24.443166	2025-07-01 20:25:24.443169	Rafael de Carvalho Nascimento	\N
86	2025-07-08	4320147	AZEITONA VERDE FATIADA POUCH 18x150 GR - CAMPO BELO	933	1101-6	CAMPO BELO	nan	2025-07-01 20:25:24.443172	2025-07-01 20:25:24.443174	Rafael de Carvalho Nascimento	\N
87	2025-07-08	4310146	AZEITONA VERDE FATIADA POUCH 30X80 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.443177	2025-07-01 20:25:24.44318	Rafael de Carvalho Nascimento	\N
88	2025-07-08	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	560	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.443183	2025-07-01 20:25:24.443186	Rafael de Carvalho Nascimento	\N
89	2025-07-08	4341509	AZEITONA VERDE PICADA BD 9,7 KG - CAMIL	196	1106	CAMIL	nan	2025-07-01 20:25:24.443189	2025-07-01 20:25:24.443192	Rafael de Carvalho Nascimento	\N
90	2025-07-08	4350150	AZEITONA VERDE RECHEADA POUCH 18X170 GR CAMPO BELO	933	1101-1	CAMPO BELO	nan	2025-07-01 20:25:24.443195	2025-07-01 20:25:24.443198	Rafael de Carvalho Nascimento	\N
91	2025-07-08	4360155	AZEITONA VERDE SEM CAROCO POUCH 12x400 G - CAMPO BELO	960	1101-5	CAMPO BELO	nan	2025-07-01 20:25:24.443201	2025-07-01 20:25:24.443204	Rafael de Carvalho Nascimento	\N
92	2025-07-08	4510145	COGUMELO FATIADO POUCH 30x100 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.443207	2025-07-01 20:25:24.44321	Rafael de Carvalho Nascimento	\N
93	2025-07-08	4070199	PIMENTA BIQUINHO BB 35 KG - CAMPO BELO	5	1106	CAMPO BELO	nan	2025-07-01 20:25:24.443213	2025-07-01 20:25:24.443216	Rafael de Carvalho Nascimento	\N
94	2025-07-09	4820146	MOLHO DE PIMENTA - PET 12X150 ML - CAMPO BELO	2800	LF	CAMPO BELO	nan	2025-07-01 20:25:24.443218	2025-07-01 20:25:24.443221	Rafael de Carvalho Nascimento	\N
95	2025-07-09	4320147	AZEITONA VERDE FATIADA POUCH 18x150 GR - CAMPO BELO	933	1101-6	CAMPO BELO	nan	2025-07-01 20:25:24.443224	2025-07-01 20:25:24.443227	Rafael de Carvalho Nascimento	\N
96	2025-07-09	4310146	AZEITONA VERDE FATIADA POUCH 30X80 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.44323	2025-07-01 20:25:24.443233	Rafael de Carvalho Nascimento	\N
97	2025-07-09	4310155	AZEITONA VERDE INTEIRA POUCH 12x400 GR - CAMPO BELO	600	1101-5	CAMPO BELO	nan	2025-07-01 20:25:24.443236	2025-07-01 20:25:24.443239	Rafael de Carvalho Nascimento	\N
98	2025-07-09	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	560	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.443242	2025-07-01 20:25:24.443245	Rafael de Carvalho Nascimento	\N
99	2025-07-09	4350150	AZEITONA VERDE RECHEADA POUCH 18X170 GR CAMPO BELO	933	1101-1	CAMPO BELO	nan	2025-07-01 20:25:24.443248	2025-07-01 20:25:24.443251	Rafael de Carvalho Nascimento	\N
100	2025-07-09	4360155	AZEITONA VERDE SEM CAROCO POUCH 12x400 G - CAMPO BELO	640	1101-5	CAMPO BELO	nan	2025-07-01 20:25:24.443254	2025-07-01 20:25:24.443257	Rafael de Carvalho Nascimento	\N
101	2025-07-09	4510145	COGUMELO FATIADO POUCH 30x100 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.44326	2025-07-01 20:25:24.443263	Rafael de Carvalho Nascimento	\N
102	2025-07-10	4310177	AZEITONA VERDE INTEIRA VD 12x500 GR - CAMPO BELO	2000	1104	CAMPO BELO	nan	2025-07-01 20:25:24.443266	2025-07-01 20:25:24.443268	Rafael de Carvalho Nascimento	\N
103	2025-07-10	4320147	AZEITONA VERDE FATIADA POUCH 18x150 GR - CAMPO BELO	933	1101-6	CAMPO BELO	nan	2025-07-01 20:25:24.443271	2025-07-01 20:25:24.443274	Rafael de Carvalho Nascimento	\N
104	2025-07-10	4310146	AZEITONA VERDE FATIADA POUCH 30X80 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.443277	2025-07-01 20:25:24.44328	Rafael de Carvalho Nascimento	\N
105	2025-07-10	4310165	AZEITONA VERDE INTEIRA MEDIA BD 6X2 KG - CAMPO BELO	800	1105	CAMPO BELO	nan	2025-07-01 20:25:24.443283	2025-07-01 20:25:24.443286	Rafael de Carvalho Nascimento	\N
106	2025-07-10	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	560	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.443289	2025-07-01 20:25:24.443292	Rafael de Carvalho Nascimento	\N
107	2025-07-10	4350150	AZEITONA VERDE RECHEADA POUCH 18X170 GR CAMPO BELO	933	1101-1	CAMPO BELO	nan	2025-07-01 20:25:24.443295	2025-07-01 20:25:24.443298	Rafael de Carvalho Nascimento	\N
108	2025-07-10	4360147	AZEITONA VERDE SEM CAROCO POUCH 18x150 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.443301	2025-07-01 20:25:24.443304	Rafael de Carvalho Nascimento	\N
109	2025-07-10	4510145	COGUMELO FATIADO POUCH 30x100 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.443307	2025-07-01 20:25:24.44331	Rafael de Carvalho Nascimento	\N
110	2025-07-11	4739099	OL. MIS AZEITE DE OLIVA GL 4X5,02 L - ST ISABEL	1050	LF	ST ISABEL	nan	2025-07-01 20:25:24.443312	2025-07-01 20:25:24.443316	Rafael de Carvalho Nascimento	\N
111	2025-07-11	4320147	AZEITONA VERDE FATIADA POUCH 18x150 GR - CAMPO BELO	672	1101-6	CAMPO BELO	nan	2025-07-01 20:25:24.443318	2025-07-01 20:25:24.443321	Rafael de Carvalho Nascimento	\N
112	2025-07-11	4310146	AZEITONA VERDE FATIADA POUCH 30X80 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.443324	2025-07-01 20:25:24.443327	Rafael de Carvalho Nascimento	\N
113	2025-07-11	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	448	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.44333	2025-07-01 20:25:24.443333	Rafael de Carvalho Nascimento	\N
114	2025-07-11	4360147	AZEITONA VERDE SEM CAROCO POUCH 18x150 GR - CAMPO BELO	933	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.443336	2025-07-01 20:25:24.443339	Rafael de Carvalho Nascimento	\N
115	2025-07-11	4510145	COGUMELO FATIADO POUCH 30x100 GR - CAMPO BELO	896	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.443342	2025-07-01 20:25:24.443345	Rafael de Carvalho Nascimento	\N
116	2025-07-12	4310176	AZEITONA VERDE INTEIRA VD 12X200 GR - CAMPO BELO	354	1104	CAMPO BELO	nan	2025-07-01 20:25:24.443348	2025-07-01 20:25:24.44335	Rafael de Carvalho Nascimento	\N
117	2025-07-12	4080177	PEPINOS EM RODELAS AGRIDOCE VD 12X440G - CAMPO BELO	400	1104	CAMPO BELO	nan	2025-07-01 20:25:24.443353	2025-07-01 20:25:24.443356	Rafael de Carvalho Nascimento	\N
118	2025-07-12	4310164	AZEITONA VERDE INTEIRA MIUDA BD 6x2 KG - CAMPO BELO	2000	1105	CAMPO BELO	nan	2025-07-01 20:25:24.443359	2025-07-01 20:25:24.443362	Rafael de Carvalho Nascimento	\N
119	2025-07-13	4510171	COGUMELO FATIADO VD 24x100 GR - CAMPO BELO	154	1104	CAMPO BELO	nan	2025-07-01 20:25:24.443365	2025-07-01 20:25:24.443368	Rafael de Carvalho Nascimento	\N
120	2025-07-13	4520171	COGUMELO INTEIRO VD 24x100 GR - CAMPO BELO	260	1104	CAMPO BELO	nan	2025-07-01 20:25:24.443371	2025-07-01 20:25:24.443374	Rafael de Carvalho Nascimento	\N
121	2025-07-13	4080176	PEPINO VD 12x200 GR - CAMPO BELO	310	1104	CAMPO BELO	nan	2025-07-01 20:25:24.443377	2025-07-01 20:25:24.44338	Rafael de Carvalho Nascimento	\N
122	2025-07-13	4089056	PEPINO FATIADO BAG 6X1,01 KG - SUBWAY	1176	1106	SUBWAY	nan	2025-07-01 20:25:24.443382	2025-07-01 20:25:24.443385	Rafael de Carvalho Nascimento	\N
123	2025-07-14	4830103	KETCHUP - GL 4X3,05 KG - CAMPO BELO	2000	LF	CAMPO BELO	nan	2025-07-01 20:25:24.443388	2025-07-01 20:25:24.443391	Rafael de Carvalho Nascimento	\N
124	2025-07-14	4220114	AZEITONA AZAPA BD 14 KG - CAMPO BELO	3	1106	CAMPO BELO	nan	2025-07-01 20:25:24.443419	2025-07-01 20:25:24.443425	Rafael de Carvalho Nascimento	\N
125	2025-07-14	4320154	AZEITONA VERDE FATIADA - POUCH 12X300 GR - CAMPO BELO	980	1101-5	CAMPO BELO	nan	2025-07-01 20:25:24.443428	2025-07-01 20:25:24.443431	Rafael de Carvalho Nascimento	\N
126	2025-07-14	4320162	AZEITONA VERDE FATIADA BD 6x2 KG - CAMPO BELO	2000	1105	CAMPO BELO	nan	2025-07-01 20:25:24.443434	2025-07-01 20:25:24.443437	Rafael de Carvalho Nascimento	\N
127	2025-07-14	4320147	AZEITONA VERDE FATIADA POUCH 18x150 GR - CAMPO BELO	933	1101-6	CAMPO BELO	nan	2025-07-01 20:25:24.44344	2025-07-01 20:25:24.443443	Rafael de Carvalho Nascimento	\N
128	2025-07-14	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	560	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.443446	2025-07-01 20:25:24.443449	Rafael de Carvalho Nascimento	\N
129	2025-07-14	4350135	AZEITONA VERDE RECHEADA BR 35 KG - CAMPO BELO	3	1106	CAMPO BELO	nan	2025-07-01 20:25:24.443452	2025-07-01 20:25:24.443455	Rafael de Carvalho Nascimento	\N
130	2025-07-14	4310148	AZEITONA VERDE SEM CAROCO POUCH 30X80 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.443457	2025-07-01 20:25:24.443461	Rafael de Carvalho Nascimento	\N
131	2025-07-14	4520145	COGUMELO INTEIRO POUCH 30x100 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.443464	2025-07-01 20:25:24.443466	Rafael de Carvalho Nascimento	\N
132	2025-07-15	4830103	KETCHUP - GL 4X3,05 KG - CAMPO BELO	2000	LF	CAMPO BELO	nan	2025-07-01 20:25:24.443469	2025-07-01 20:25:24.443472	Rafael de Carvalho Nascimento	\N
133	2025-07-15	4520173	COGUMELO INTEIRO VD 12x180 GR - CAMPO BELO	54	1104	CAMPO BELO	nan	2025-07-01 20:25:24.443475	2025-07-01 20:25:24.443478	Rafael de Carvalho Nascimento	\N
134	2025-07-15	4230162	AZEITONA PRETA FATIADA - BD 6X2 KG - CAMPO BELO	150	1105	CAMPO BELO	nan	2025-07-01 20:25:24.443481	2025-07-01 20:25:24.443484	Rafael de Carvalho Nascimento	\N
135	2025-07-15	4320154	AZEITONA VERDE FATIADA - POUCH 12X300 GR - CAMPO BELO	980	1101-5	CAMPO BELO	nan	2025-07-01 20:25:24.443487	2025-07-01 20:25:24.44349	Rafael de Carvalho Nascimento	\N
136	2025-07-15	4320147	AZEITONA VERDE FATIADA POUCH 18x150 GR - CAMPO BELO	933	1101-6	CAMPO BELO	nan	2025-07-01 20:25:24.443493	2025-07-01 20:25:24.443496	Rafael de Carvalho Nascimento	\N
137	2025-07-15	4310194	AZEITONA VERDE INTEIRA 28/32 BR 35 KG - CAMPO BELO	4	1106	CAMPO BELO	nan	2025-07-01 20:25:24.443499	2025-07-01 20:25:24.443501	Rafael de Carvalho Nascimento	\N
138	2025-07-15	4310148	AZEITONA VERDE SEM CAROCO POUCH 30X80 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.443504	2025-07-01 20:25:24.443507	Rafael de Carvalho Nascimento	\N
139	2025-07-15	4520145	COGUMELO INTEIRO POUCH 30x100 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.44351	2025-07-01 20:25:24.443513	Rafael de Carvalho Nascimento	\N
140	2025-07-16	4830103	KETCHUP - GL 4X3,05 KG - CAMPO BELO	2000	LF	CAMPO BELO	nan	2025-07-01 20:25:24.443516	2025-07-01 20:25:24.443519	Rafael de Carvalho Nascimento	\N
141	2025-07-16	4320154	AZEITONA VERDE FATIADA - POUCH 12X300 GR - CAMPO BELO	1550	1101-5	CAMPO BELO	nan	2025-07-01 20:25:24.443522	2025-07-01 20:25:24.443525	Rafael de Carvalho Nascimento	\N
142	2025-07-16	4320114	AZEITONA VERDE FATIADA BD 14 KG - CAMPO BELO	6	1106	CAMPO BELO	nan	2025-07-01 20:25:24.443528	2025-07-01 20:25:24.443531	Rafael de Carvalho Nascimento	\N
143	2025-07-16	4320147	AZEITONA VERDE FATIADA POUCH 18x150 GR - CAMPO BELO	933	1101-6	CAMPO BELO	nan	2025-07-01 20:25:24.443533	2025-07-01 20:25:24.443536	Rafael de Carvalho Nascimento	\N
144	2025-07-16	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	560	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.443539	2025-07-01 20:25:24.443542	Rafael de Carvalho Nascimento	\N
145	2025-07-16	4360147	AZEITONA VERDE SEM CAROCO POUCH 18x150 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.443545	2025-07-01 20:25:24.443548	Rafael de Carvalho Nascimento	\N
146	2025-07-16	4310148	AZEITONA VERDE SEM CAROCO POUCH 30X80 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.443551	2025-07-01 20:25:24.443554	Rafael de Carvalho Nascimento	\N
147	2025-07-16	4510614	COGUMELO FATIADO BD 14 KG - INDUSTRIA	30	1106	CAMPO BELO	nan	2025-07-01 20:25:24.443557	2025-07-01 20:25:24.44356	Rafael de Carvalho Nascimento	\N
148	2025-07-16	4520145	COGUMELO INTEIRO POUCH 30x100 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.443563	2025-07-01 20:25:24.443566	Rafael de Carvalho Nascimento	\N
149	2025-07-17	4840103	MOLHO DE MOSTARDA - GL 4X3,05 KG - CAMPO BELO	2000	LF	CAMPO BELO	nan	2025-07-01 20:25:24.443569	2025-07-01 20:25:24.443572	Rafael de Carvalho Nascimento	\N
150	2025-07-17	4040161	ALCAPARRA BD 6X1,01 KG - CAMPO BELO	350	1105	CAMPO BELO	nan	2025-07-01 20:25:24.443574	2025-07-01 20:25:24.443577	Rafael de Carvalho Nascimento	\N
151	2025-07-17	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	560	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.44358	2025-07-01 20:25:24.443583	Rafael de Carvalho Nascimento	\N
152	2025-07-17	4310148	AZEITONA VERDE SEM CAROCO POUCH 30X80 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.443586	2025-07-01 20:25:24.443589	Rafael de Carvalho Nascimento	\N
