35	2025-06-30	4230180	AZEITONA PRETA FATIADA BAG 6X1,01 KG - INDUSTRIA	298	1106	NORAC	nan	2025-07-01 20:25:24.442842	2025-07-01 20:25:24.44286	Rafael de Carvalho Nascimento	\N
36	2025-06-30	4230180	AZEITONA PRETA FATIADA BAG 6X1,01 KG - INDUSTRIA	45	1106	COMFRIO	nan	2025-07-01 20:25:24.442865	2025-07-01 20:25:24.442869	Rafael de Carvalho Nascimento	\N
37	2025-06-30	4230214	AZEITONA PRETA MANZANILLA FATIADA - BD 12 KG - INDUSTRIA	250	1106	MEZZANI	nan	2025-07-01 20:25:24.442875	2025-07-01 20:25:24.44288	Rafael de Carvalho Nascimento	\N
38	2025-06-30	4080154	PEPINO POUCH 12X300 GR - CAMPO BELO	200	1106	CAMPO BELO	nan	2025-07-01 20:25:24.442885	2025-07-01 20:25:24.442889	Rafael de Carvalho Nascimento	\N
39	2025-06-30	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	467	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.442893	2025-07-01 20:25:24.442896	Rafael de Carvalho Nascimento	\N
40	2025-06-30	4360147	AZEITONA VERDE SEM CAROCO POUCH 18x150 GR - CAMPO BELO	933	1101-1	CAMPO BELO	nan	2025-07-01 20:25:24.442899	2025-07-01 20:25:24.442902	Rafael de Carvalho Nascimento	\N
41	2025-06-30	4310148	AZEITONA VERDE SEM CAROCO POUCH 30X80 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.442905	2025-07-01 20:25:24.442908	Rafael de Carvalho Nascimento	\N
42	2025-06-30	4520145	COGUMELO INTEIRO POUCH 30x100 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.442911	2025-07-01 20:25:24.442914	Rafael de Carvalho Nascimento	\N
43	2025-06-30	4880176	MOLHO BARBECUE PET 12X200 GR - CAMPO BELO	1500	LF	CAMPO BELO	nan	2025-07-01 20:25:24.442917	2025-07-01 20:25:24.44292	Rafael de Carvalho Nascimento	\N
44	2025-07-01	4360138	AZEITONA VERDE SEM CAROCO BR 30 KG - CAMPO BELO	2	1106	CAMPO BELO	nan	2025-07-01 20:25:24.442923	2025-07-01 20:25:24.442927	Rafael de Carvalho Nascimento	\N
45	2025-07-01	4320162	AZEITONA VERDE FATIADA BD 6x2 KG - CAMPO BELO	1000	1105	CAMPO BELO	nan	2025-07-01 20:25:24.44293	2025-07-01 20:25:24.442933	Rafael de Carvalho Nascimento	\N
46	2025-07-01	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	467	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.442936	2025-07-01 20:25:24.442939	Rafael de Carvalho Nascimento	\N
47	2025-07-01	4360147	AZEITONA VERDE SEM CAROCO POUCH 18x150 GR - CAMPO BELO	933	1101-1	CAMPO BELO	nan	2025-07-01 20:25:24.442942	2025-07-01 20:25:24.442945	Rafael de Carvalho Nascimento	\N
48	2025-07-01	4310148	AZEITONA VERDE SEM CAROCO POUCH 30X80 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.442948	2025-07-01 20:25:24.442951	Rafael de Carvalho Nascimento	\N
49	2025-07-01	4520145	COGUMELO INTEIRO POUCH 30x100 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.442954	2025-07-01 20:25:24.442957	Rafael de Carvalho Nascimento	\N
50	2025-07-01	4810146	MOLHO DE ALHO - PET 12X150 ML - CAMPO BELO	2800	LF	CAMPO BELO	nan	2025-07-01 20:25:24.44296	2025-07-01 20:25:24.442963	Rafael de Carvalho Nascimento	\N
51	2025-07-01	4320138	AZEITONA VERDE FATIADA BR 30 KG - CAMPO BELO	15	1106	CAMPO BELO	nan	2025-07-01 20:25:24.442966	2025-07-01 20:25:24.442969	Rafael de Carvalho Nascimento	\N
52	2025-07-01	4320156	AZEITONA VERDE FATIADA POUCH 6x1,01 KG - CAMPO BELO	300	1106	CAMPO BELO	nan	2025-07-01 20:25:24.442972	2025-07-01 20:25:24.442975	Rafael de Carvalho Nascimento	\N
53	2025-07-01	4080156	PEPINO POUCH 6x1,01 KG - CAMPO BELO	200	1106	CAMPO BELO	nan	2025-07-01 20:25:24.442978	2025-07-01 20:25:24.442981	Rafael de Carvalho Nascimento	\N
54	2025-07-02	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	467	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.442984	2025-07-01 20:25:24.442986	Rafael de Carvalho Nascimento	\N
55	2025-07-02	4360147	AZEITONA VERDE SEM CAROCO POUCH 18x150 GR - CAMPO BELO	933	1101-1	CAMPO BELO	nan	2025-07-01 20:25:24.442989	2025-07-01 20:25:24.442992	Rafael de Carvalho Nascimento	\N
56	2025-07-02	4310148	AZEITONA VERDE SEM CAROCO POUCH 30X80 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.442995	2025-07-01 20:25:24.442998	Rafael de Carvalho Nascimento	\N
57	2025-07-02	4520145	COGUMELO INTEIRO POUCH 30x100 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.443001	2025-07-01 20:25:24.443004	Rafael de Carvalho Nascimento	\N
58	2025-07-02	4890126	MOLHO DE SALADA ROSE PET 12X240 ML - CAMPO BELO	200	LF	CAMPO BELO	nan	2025-07-01 20:25:24.443007	2025-07-01 20:25:24.44301	Rafael de Carvalho Nascimento	\N
59	2025-07-02	4360114	AZEITONA VERDE SEM CAROCO BD 14 KG - CAMPO BELO	55	1106	CAMPO BELO	nan	2025-07-01 20:25:24.443013	2025-07-01 20:25:24.443016	Rafael de Carvalho Nascimento	\N
60	2025-07-02	4080114	PEPINO BD 14 KG - CAMPO BELO	29	1106	MEZZANI	nan	2025-07-01 20:25:24.443019	2025-07-01 20:25:24.443022	Rafael de Carvalho Nascimento	\N
61	2025-07-02	4086414	PEPINO PICADO BD 14 KG - CAMPO BELO	70	1106	WILSON	nan	2025-07-01 20:25:24.443025	2025-07-01 20:25:24.443028	Rafael de Carvalho Nascimento	\N
62	2025-07-03	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	467	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.44303	2025-07-01 20:25:24.443033	Rafael de Carvalho Nascimento	\N
63	2025-07-03	4360147	AZEITONA VERDE SEM CAROCO POUCH 18x150 GR - CAMPO BELO	933	1101-1	CAMPO BELO	nan	2025-07-01 20:25:24.443036	2025-07-01 20:25:24.443039	Rafael de Carvalho Nascimento	\N
64	2025-07-03	4310148	AZEITONA VERDE SEM CAROCO POUCH 30X80 GR - CAMPO BELO	560	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.443042	2025-07-01 20:25:24.443045	Rafael de Carvalho Nascimento	\N
65	2025-07-03	4520145	COGUMELO INTEIRO POUCH 30x100 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.443048	2025-07-01 20:25:24.443051	Rafael de Carvalho Nascimento	\N
66	2025-07-03	4520145	COGUMELO INTEIRO POUCH 30x100 GR - CAMPO BELO	224	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.443054	2025-07-01 20:25:24.443057	Rafael de Carvalho Nascimento	\N
67	2025-07-03	4890124	MOLHO DE SALADA ITALIANO PET 12X240 ML - CAMPO BELO	400	LF	CAMPO BELO	nan	2025-07-01 20:25:24.44306	2025-07-01 20:25:24.443063	Rafael de Carvalho Nascimento	\N
68	2025-07-03	4341606	AZEITONA VERDE PICADA BD 6,5 KG - GDC	231	1106	GDC	nan	2025-07-01 20:25:24.443066	2025-07-01 20:25:24.443069	Rafael de Carvalho Nascimento	\N
69	2025-07-04	4050176	CEBOLINHA VD 12X200 GR - CAMPO BELO	1000	1104	CAMPO BELO	nan	2025-07-01 20:25:24.443072	2025-07-01 20:25:24.443075	Rafael de Carvalho Nascimento	\N
70	2025-07-04	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	413	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.443078	2025-07-01 20:25:24.443081	Rafael de Carvalho Nascimento	\N
71	2025-07-04	4360147	AZEITONA VERDE SEM CAROCO POUCH 18x150 GR - CAMPO BELO	560	1101-1	CAMPO BELO	nan	2025-07-01 20:25:24.443084	2025-07-01 20:25:24.443087	Rafael de Carvalho Nascimento	\N
72	2025-07-04	4310148	AZEITONA VERDE SEM CAROCO POUCH 30X80 GR - CAMPO BELO	336	1101-4	CAMPO BELO	nan	2025-07-01 20:25:24.44309	2025-07-01 20:25:24.443092	Rafael de Carvalho Nascimento	\N
73	2025-07-04	4100161	TOMATE SECO BD 6x1,4 KG - CAMPO BELO	200	1106	CAMPO BELO	nan	2025-07-01 20:25:24.443095	2025-07-01 20:25:24.443098	Rafael de Carvalho Nascimento	\N
74	2025-07-07	4320172	AZEITONA VERDE FATIADA VD 12x160 GR - CAMPO BELO	1500	1104	CAMPO BELO	nan	2025-07-01 20:25:24.443101	2025-07-01 20:25:24.443104	Rafael de Carvalho Nascimento	\N
75	2025-07-07	4310162	AZEITONA VERDE INTEIRA BD 6X2 KG - CAMPO BELO	1500	1105	CAMPO BELO	nan	2025-07-01 20:25:24.443107	2025-07-01 20:25:24.44311	Rafael de Carvalho Nascimento	\N
76	2025-07-07	4870146	MOLHO SHOYU - PET 12X150 ML - CAMPO BELO	2275	LF	CAMPO BELO	nan	2025-07-01 20:25:24.443113	2025-07-01 20:25:24.443116	Rafael de Carvalho Nascimento	\N
77	2025-07-07	4729098	OL. MIS AZEITE DE OLIVA VD 12X500 ML - ST ISABEL	4000	LF	ST ISABEL	nan	2025-07-01 20:25:24.443118	2025-07-01 20:25:24.443121	Rafael de Carvalho Nascimento	\N
78	2025-07-07	4230214	AZEITONA PRETA MANZANILLA FATIADA - BD 12 KG - INDUSTRIA	125	1106	MEZZANI	nan	2025-07-01 20:25:24.443124	2025-07-01 20:25:24.443127	Rafael de Carvalho Nascimento	\N
79	2025-07-07	4320147	AZEITONA VERDE FATIADA POUCH 18x150 GR - CAMPO BELO	933	1101-6	CAMPO BELO	nan	2025-07-01 20:25:24.44313	2025-07-01 20:25:24.443133	Rafael de Carvalho Nascimento	\N
80	2025-07-07	4310146	AZEITONA VERDE FATIADA POUCH 30X80 GR - CAMPO BELO	560	1101-2	CAMPO BELO	nan	2025-07-01 20:25:24.443136	2025-07-01 20:25:24.443139	Rafael de Carvalho Nascimento	\N
81	2025-07-07	4310152	AZEITONA VERDE INTEIRA POUCH 18x180 GR - CAMPO BELO	933	1101-1	CAMPO BELO	nan	2025-07-01 20:25:24.443142	2025-07-01 20:25:24.443145	Rafael de Carvalho Nascimento	\N
82	2025-07-07	4310141	AZEITONA VERDE INTEIRA SACHE 36x80 GR - CAMPO BELO - ALMOFADA	560	1101-3	CAMPO BELO	nan	2025-07-01 20:25:24.443148	2025-07-01 20:25:24.443151	Rafael de Carvalho Nascimento	\N
83	2025-07-07	4360155	AZEITONA VERDE SEM CAROCO POUCH 12x400 G - CAMPO BELO	960	1101-5	CAMPO BELO	nan	2025-07-01 20:25:24.443154	2025-07-01 20:25:24.443157	Rafael de Carvalho Nascimento	\N
