1	AC	Rio Branco	CAP	t	2025-07-01 21:35:25.852191	2025-07-01 21:35:25.852218
2	AC	Acrelândia	CAP	t	2025-07-01 21:35:25.856881	2025-07-01 21:35:25.856895
3	AC	Bujari	CAP	t	2025-07-01 21:35:25.860585	2025-07-01 21:35:25.860596
4	AC	Capixaba	CAP	t	2025-07-01 21:35:25.864227	2025-07-01 21:35:25.864245
5	AC	Plácido de Castro	CAP	t	2025-07-01 21:35:25.867915	2025-07-01 21:35:25.867925
6	AC	Porto Acre	CAP	t	2025-07-01 21:35:25.871463	2025-07-01 21:35:25.871473
7	AC	Senador Guiomard	CAP	t	2025-07-01 21:35:25.875146	2025-07-01 21:35:25.875155
8	AC	Cruzeiro do Sul	INT 2	t	2025-07-01 21:35:25.878777	2025-07-01 21:35:25.878786
9	AC	Mâncio Lima	INT 2	t	2025-07-01 21:35:25.882302	2025-07-01 21:35:25.882334
10	AC	Marechal Thaumaturgo	INT 2	t	2025-07-01 21:35:25.885935	2025-07-01 21:35:25.885945
11	AC	Porto Walter	INT 2	t	2025-07-01 21:35:25.88945	2025-07-01 21:35:25.889459
12	AC	Rodrigues Alves	INT 2	t	2025-07-01 21:35:25.893163	2025-07-01 21:35:25.893172
13	AC	Assis Brasil	0	t	2025-07-01 21:35:25.896739	2025-07-01 21:35:25.896748
14	AC	Brasiléia	0	t	2025-07-01 21:35:25.900284	2025-07-01 21:35:25.900293
15	AC	Epitaciolândia	0	t	2025-07-01 21:35:25.90383	2025-07-01 21:35:25.903839
16	AC	Xapuri	0	t	2025-07-01 21:35:25.907395	2025-07-01 21:35:25.907406
17	AC	Manoel Urbano	0	t	2025-07-01 21:35:25.911129	2025-07-01 21:35:25.911138
18	AC	Santa Rosa do Purus	0	t	2025-07-01 21:35:25.91528	2025-07-01 21:35:25.915289
19	AC	Sena Madureira	0	t	2025-07-01 21:35:25.918912	2025-07-01 21:35:25.918921
20	AC	Feijó	0	t	2025-07-01 21:35:25.922841	2025-07-01 21:35:25.922862
21	AC	Jordão	0	t	2025-07-01 21:35:25.927211	2025-07-01 21:35:25.927221
22	AC	Tarauacá	0	t	2025-07-01 21:35:25.930792	2025-07-01 21:35:25.930801
23	AL	Água Branca	0	t	2025-07-01 21:35:25.934392	2025-07-01 21:35:25.934401
24	AL	Anadia	0	t	2025-07-01 21:35:25.937868	2025-07-01 21:35:25.937877
25	AL	Arapiraca	0	t	2025-07-01 21:35:25.942265	2025-07-01 21:35:25.942274
26	AL	Atalaia	0	t	2025-07-01 21:35:25.945878	2025-07-01 21:35:25.945887
27	AL	Barra de Santo Antônio	0	t	2025-07-01 21:35:25.949468	2025-07-01 21:35:25.949477
28	AL	Barra de São Miguel	0	t	2025-07-01 21:35:25.953071	2025-07-01 21:35:25.95308
29	AL	Batalha	0	t	2025-07-01 21:35:25.957069	2025-07-01 21:35:25.957078
30	AL	Belém	0	t	2025-07-01 21:35:25.960605	2025-07-01 21:35:25.960615
31	AL	Belo Monte	0	t	2025-07-01 21:35:25.964127	2025-07-01 21:35:25.964136
32	AL	Boca da Mata	0	t	2025-07-01 21:35:25.967794	2025-07-01 21:35:25.967804
33	AL	Branquinha	0	t	2025-07-01 21:35:25.971425	2025-07-01 21:35:25.971434
34	AL	Cacimbinhas	0	t	2025-07-01 21:35:25.975012	2025-07-01 21:35:25.975021
35	AL	Cajueiro	0	t	2025-07-01 21:35:25.97848	2025-07-01 21:35:25.978489
36	AL	Campestre	0	t	2025-07-01 21:35:25.981919	2025-07-01 21:35:25.981928
37	AL	Campo Alegre	0	t	2025-07-01 21:35:25.985431	2025-07-01 21:35:25.98544
38	AL	Campo Grande	0	t	2025-07-01 21:35:25.988862	2025-07-01 21:35:25.988871
39	AL	Canapi	0	t	2025-07-01 21:35:25.992396	2025-07-01 21:35:25.992405
40	AL	Capela	0	t	2025-07-01 21:35:25.995939	2025-07-01 21:35:25.995948
41	AL	Carneiros	0	t	2025-07-01 21:35:25.999408	2025-07-01 21:35:25.999418
42	AL	Chã Preta	0	t	2025-07-01 21:35:26.002866	2025-07-01 21:35:26.002875
43	AL	Coité do Nóia	0	t	2025-07-01 21:35:26.006375	2025-07-01 21:35:26.006384
44	AL	Colônia Leopoldina	0	t	2025-07-01 21:35:26.009866	2025-07-01 21:35:26.009875
45	AL	Coqueiro Seco	0	t	2025-07-01 21:35:26.013448	2025-07-01 21:35:26.013458
46	AL	Coruripe	0	t	2025-07-01 21:35:26.016914	2025-07-01 21:35:26.016923
47	AL	Craíbas	0	t	2025-07-01 21:35:26.020504	2025-07-01 21:35:26.020517
48	AL	Delmiro Gouveia	0	t	2025-07-01 21:35:26.023983	2025-07-01 21:35:26.023992
49	AL	Dois Riachos	0	t	2025-07-01 21:35:26.027596	2025-07-01 21:35:26.027609
50	AL	Estrela de Alagoas	0	t	2025-07-01 21:35:26.031209	2025-07-01 21:35:26.031218
51	AL	Feira Grande	0	t	2025-07-01 21:35:26.034727	2025-07-01 21:35:26.034736
52	AL	Feliz Deserto	0	t	2025-07-01 21:35:26.038478	2025-07-01 21:35:26.038486
53	AL	Flexeiras	0	t	2025-07-01 21:35:26.041927	2025-07-01 21:35:26.041936
54	AL	Girau do Ponciano	0	t	2025-07-01 21:35:26.045385	2025-07-01 21:35:26.045394
