21	VCD2509616	4326714	05.205.107/0002-70	[4326714] AZEITONA VERDE FATIADA - BD 14 KG - INDUSTRIA	33.000	10.000	23.000	4190.20	\N	\N	2025-07-25	\N	\N	\N	f	\N	\N	\N	\N	CRIADO	parcial	2025-07-24 23:37:30.649492	workspace_drag_drop
28	VCD2520281	4210165	06.057.223/0348-23	[4210165] AZEITONA PRETA  INTEIRA MEDIA - BD 6X2 KG - CAMPO BELO	2.000	2.000	0.000	477.36	\N	\N	2025-07-25	\N	\N	\N	f	\N	\N	\N	\N	CRIADO	total	2025-07-24 23:46:41.676082	workspace_drag_drop
\.


