80	2470	Sistema	2025-06-16 20:08:41.645942	ENTREGUE	info	\N
81	2471	Sistema	2025-06-16 20:08:41.65014	ENTREGUE	info	\N
82	2492	Sistema	2025-06-16 20:08:41.652048	ENTREGUE	info	\N
83	2488	Sistema	2025-06-16 20:08:41.655746	NO CLIENTE	info	\N
84	2489	Sistema	2025-06-16 20:08:41.658699	NO CLIENTE	info	\N
85	2495	Sistema	2025-06-16 20:08:41.661611	NO CLIENTE	info	\N
86	2496	Sistema	2025-06-16 20:08:41.663856	NO CLIENTE	info	\N
87	2487	Sistema	2025-06-16 20:08:41.665799	ENTREGUE COMPROVANTE NO ODOO	info	\N
88	2473	Sistema	2025-06-16 20:08:41.670977	REAGENDAR	info	\N
89	2474	Sistema	2025-06-16 20:08:41.711551	entregue com devolução canhoto retido	info	\N
90	2512	Sistema	2025-06-16 20:08:41.714685	NO CLIENTE	info	\N
91	2511	Sistema	2025-06-16 20:08:41.717566	ENTREGUE	info	\N
92	2510	Sistema	2025-06-16 20:08:41.721762	ENTREGUE	info	\N
93	2543	Sistema	2025-06-16 20:08:41.723835	AGENDAR	info	\N
94	2550	Sistema	2025-06-16 20:08:41.725816	ENTREGUE	info	\N
95	2537	Sistema	2025-06-16 20:08:41.727894	NO CLIENTE	info	\N
96	2538	Sistema	2025-06-16 20:08:41.73069	NO CLIENTE	info	\N
97	2539	Sistema	2025-06-16 20:08:41.732446	NO CLIENTE	info	\N
98	2554	Sistema	2025-06-16 20:08:41.734224	EM ROTA	info	\N
99	2552	Sistema	2025-06-16 20:08:41.735867	NO CLIENTE	info	\N
100	2555	Sistema	2025-06-16 20:08:41.737505	COBRADO	info	\N
101	2567	Sistema	2025-06-16 20:08:41.739134	ENTREGUE	info	\N
102	2576	Sistema	2025-06-16 20:08:41.740778	ENTREGUE COMPROVANTE NO ODOO	info	\N
103	2574	Sistema	2025-06-16 20:08:41.742369	COMPROVANTE NO ODOO	info	\N
104	2573	Sistema	2025-06-16 20:08:41.743973	COMPROVANTE NO ODOO	info	\N
105	2575	Sistema	2025-06-16 20:08:41.745592	COMPROVANTE NO ODOO	info	\N
106	2571	Sistema	2025-06-16 20:08:41.747178	COMPROVANTE NO ODOO	info	\N
107	2566	Sistema	2025-06-16 20:08:41.74878	ENTREGUE	info	\N
108	2568	Sistema	2025-06-16 20:08:41.750457	ENTREGUE	info	\N
109	2565	Sistema	2025-06-16 20:08:41.751998	ENTREGUE	info	\N
110	2570	Sistema	2025-06-16 20:08:41.753595	COMPROVANTE NO ODOO	info	\N
111	2564	Sistema	2025-06-16 20:08:41.755528	OCORRENCIA COM A TRANSPORTADORA	info	\N
112	2583	Sistema	2025-06-16 20:08:41.811463	AGUARDANDO CANHOTO	info	\N
113	2584	Sistema	2025-06-16 20:08:41.814792	AGUARDANDO CANHOTO	info	\N
114	2585	Sistema	2025-06-16 20:08:41.817007	AGUARDANDO CANHOTO	info	\N
115	2579	Sistema	2025-06-16 20:08:41.819107	NO CLIENTE	info	\N
116	2581	Sistema	2025-06-16 20:08:41.821184	NO CLIENTE	info	\N
117	2580	Sistema	2025-06-16 20:08:41.82322	EM ROTA	info	\N
118	2582	Sistema	2025-06-16 20:08:41.825083	AGUARDANDO CANHOTO	info	\N
119	2629	Sistema	2025-06-16 20:08:41.826822	REAGENDAR	info	\N
120	2628	Sistema	2025-06-16 20:08:41.828501	REAGENDANDO	info	\N
121	2626	Sistema	2025-06-16 20:08:41.830301	ENTREGUE	info	\N
122	2622	Sistema	2025-06-16 20:08:41.832093	NO CLIENTE SEM SISTEMA	info	\N
123	2633	Sistema	2025-06-16 20:08:41.833767	EM ROTA	info	\N
124	2609	Sistema	2025-06-16 20:08:41.835592	NO CLIENTE	info	\N
125	2610	Sistema	2025-06-16 20:08:41.837274	NO CLIENTE	info	\N
126	2607	Sistema	2025-06-16 20:08:41.839142	OCORRENCIA	info	\N
127	2606	Sistema	2025-06-16 20:08:41.840773	no cliente	info	\N
128	2619	Sistema	2025-06-16 20:08:41.842655	ENTREGUE	info	\N
129	2611	Sistema	2025-06-16 20:08:41.844667	NO CLIENTE	info	\N
130	2615	Sistema	2025-06-16 20:08:41.846492	AGUARDANDO CANHOTO	info	\N
131	2616	Sistema	2025-06-16 20:08:41.848101	em rota de entrega	info	\N
132	2600	Sistema	2025-06-16 20:08:41.849717	COMPROVANTE NO ODOO	info	\N
133	8901	Sistema	2025-06-16 20:08:41.912211	ENTREGUE	info	\N
134	2593	Sistema	2025-06-16 20:08:41.914572	ENTREGUE	info	\N
135	2591	Sistema	2025-06-16 20:08:41.916505	ENTREGUE	info	\N
136	2613	Sistema	2025-06-16 20:08:41.91829	AGUARDANDO CONFERENCIA	info	\N
137	2590	Sistema	2025-06-16 20:08:41.919918	NO CD AINDA	info	\N
138	2624	Sistema	2025-06-16 20:08:41.921958	ENTREGUE	info	\N
139	2665	Sistema	2025-06-16 20:08:41.924396	ENTREGUE	info	\N
140	2667	Sistema	2025-06-16 20:08:41.926518	ENTREGUE	info	\N
141	2668	Sistema	2025-06-16 20:08:41.928387	ENTREGUE	info	\N
142	2657	Sistema	2025-06-16 20:08:41.9316	NO CLIENTE	info	\N
143	2658	Sistema	2025-06-16 20:08:41.933166	ENTREGUE	info	\N
144	2655	Sistema	2025-06-16 20:08:41.934709	ENTREGUE	info	\N
145	2656	Sistema	2025-06-16 20:08:41.937171	ENTREGUE	info	\N
146	2678	Sistema	2025-06-16 20:08:41.938709	AGUARDANDO EMISSÃO DE NOTA DE DEVOLUÇÃO	info	\N
147	2679	Sistema	2025-06-16 20:08:41.94053	AGUARDANDO EMISSÃO DE NOTA DE DEVOLUÇÃO	info	\N
148	2669	Sistema	2025-06-16 20:08:41.942398	AGUARDANDO CANHOTO	info	\N
149	2670	Sistema	2025-06-16 20:08:41.943952	AGUARDANDO CANHOTO	info	\N
150	2674	Sistema	2025-06-16 20:08:41.945555	AGUARDANDO CANHOTO	info	\N
151	2675	Sistema	2025-06-16 20:08:41.947774	AGUARDANDO CANHOTO	info	\N
152	2653	Sistema	2025-06-16 20:08:41.949748	OCORRENCIA COM A TRANSPORTADORA	info	\N
153	2650	Sistema	2025-06-16 20:08:41.95152	COMPROVANTE NO ODOO	info	\N
154	2651	Sistema	2025-06-16 20:08:41.953073	COMPROVANTE NO ODOO	info	\N
155	2645	Sistema	2025-06-16 20:08:41.955798	COMPROVANTE NO ODOO	info	\N
156	2646	Sistema	2025-06-16 20:08:41.957303	COMPROVANTE NO ODOO	info	\N
157	2649	Sistema	2025-06-16 20:08:42.012491	COMPROVANTE NO ODOO	info	\N
158	2659	Sistema	2025-06-16 20:08:42.015829	COMPROVANTE NO ODOO	info	\N
159	2677	Sistema	2025-06-16 20:08:42.017885	ENTREGUE COMPROVANTE NO ODOO	info	\N
160	2661	Sistema	2025-06-16 20:08:42.019678	ENTREGUE	info	\N
161	2662	Sistema	2025-06-16 20:08:42.021497	ENTREGUE	info	\N
162	2654	Sistema	2025-06-16 20:08:42.023264	AGUARDANDO CANHOTO	info	\N
163	2663	Sistema	2025-06-16 20:08:42.025106	ENTREGUE	info	\N
164	2664	Sistema	2025-06-16 20:08:42.026817	ENTREGUE COMPROVANTE NO ODOO	info	\N
165	2666	Sistema	2025-06-16 20:08:42.02854	ENTREGUE COMPROVANTE NO ODOO	info	\N
166	2660	Sistema	2025-06-16 20:08:42.030154	ENTREGUE	info	\N
167	2676	Sistema	2025-06-16 20:08:42.031748	EM ROTA	info	\N
168	2673	Sistema	2025-06-16 20:08:42.033296	REAGENDAR	info	\N
169	2680	Sistema	2025-06-16 20:08:42.036205	NOTA FISCAL DEVOLVIDA, PEDIDO CANCELADO	info	\N
170	2681	Sistema	2025-06-16 20:08:42.037771	NOTA FISCAL DEVOLVIDA, PEDIDO CANCELADO	info	\N
171	2683	Sistema	2025-06-16 20:08:42.039298	ENTREGUE	info	\N
172	2684	Sistema	2025-06-16 20:08:42.041993	ENTREGUE	info	\N
173	2707	Sistema	2025-06-16 20:08:42.043956	AGUARDANDO CANHOTO	info	\N
174	2702	Sistema	2025-06-16 20:08:42.04564	em rota de entrega	info	\N
175	2704	Sistema	2025-06-16 20:08:42.048546	AGUARDANDO DESCARGA	info	\N
176	2705	Sistema	2025-06-16 20:08:42.05164	EM ROTA DE ENTREGA	info	\N
177	2709	Sistema	2025-06-16 20:08:42.053691	EM ROTA DE ENTREGA	info	\N
178	2700	Sistema	2025-06-16 20:08:42.057876	ENTREGUE COMPROVANTE NO ODOO	info	\N
179	2706	Sistema	2025-06-16 20:08:42.113205	ENTREGUE COMPROVANTE NO ODOO	info	\N
180	2699	Sistema	2025-06-16 20:08:42.117146	NFD 34383	info	\N
181	2687	Sistema	2025-06-16 20:08:42.119304	NO CLIENTE	info	\N
182	2688	Sistema	2025-06-16 20:08:42.12105	NF RECUSADA POIS ESTAVA COM A MESMA NUMERAÇÃO DA NF DA NESTLE	info	\N
183	2708	Sistema	2025-06-16 20:08:42.12286	ENTREGUE COMPROVANTE NO ODOO	info	\N
184	2710	Sistema	2025-06-16 20:08:42.124517	ENTREGUE COMPROVANTE NO ODOO	info	\N
185	2685	Sistema	2025-06-16 20:08:42.126395	ENTREGUE	info	\N
186	2692	Sistema	2025-06-16 20:08:42.128066	entregue	info	\N
187	2697	Sistema	2025-06-16 20:08:42.129721	REDESPACHO	info	\N
188	2734	Sistema	2025-06-16 20:08:42.132791	ENTREGUE	info	\N
189	2721	Sistema	2025-06-16 20:08:42.134502	NO CLIENTE	info	\N
190	2720	Sistema	2025-06-16 20:08:42.136498	NO CLIENTE	info	\N
191	2722	Sistema	2025-06-16 20:08:42.138548	NO CLIENTE	info	\N
192	2726	Sistema	2025-06-16 20:08:42.140243	no cliente	info	\N
193	2748	Sistema	2025-06-16 20:08:42.142008	ENTREGUE	info	\N
194	2739	Sistema	2025-06-16 20:08:42.144367	EM ROTA DE ENTREGA	info	\N
195	2731	Sistema	2025-06-16 20:08:42.146035	ENTREGUE	info	\N
196	2724	Sistema	2025-06-16 20:08:42.147712	ENTREGUE	info	\N
197	2725	Sistema	2025-06-16 20:08:42.149297	ENTREGUE	info	\N
198	2741	Sistema	2025-06-16 20:08:42.15099	aguardando canhoto	info	\N
199	2746	Sistema	2025-06-16 20:08:42.210698	COBRADO	info	\N
200	2747	Sistema	2025-06-16 20:08:42.213173	COBRADO	info	\N
201	2730	Sistema	2025-06-16 20:08:42.215022	ENTREGUE COMPROVANTE NO ODOO	info	\N
202	2799	Sistema	2025-06-16 20:08:42.216711	em rota de entrega	info	\N
203	2770	Sistema	2025-06-16 20:08:42.218358	EM ROTA	info	\N
204	2771	Sistema	2025-06-16 20:08:42.220052	EM ROTA DE ENTREGA	info	\N
205	2750	Sistema	2025-06-16 20:08:42.221672	ENTREGUE	info	\N
206	2751	Sistema	2025-06-16 20:08:42.223667	ENTREGUE COMPROVANTE NO ODOO	info	\N
207	2752	Sistema	2025-06-16 20:08:42.225318	ENTREGUE COMPROVANTE NO ODOO	info	\N
208	2783	Sistema	2025-06-16 20:08:42.226884	NO CLIENTE	info	\N
209	2784	Sistema	2025-06-16 20:08:42.228488	NO CLIENTE	info	\N
210	2785	Sistema	2025-06-16 20:08:42.230156	NO CLIENTE	info	\N
211	2787	Sistema	2025-06-16 20:08:42.231939	ENTREGUE	info	\N
212	2791	Sistema	2025-06-16 20:08:42.233787	ENTREGUE	info	\N
213	2792	Sistema	2025-06-16 20:08:42.235465	ENTREGUE	info	\N
214	2793	Sistema	2025-06-16 20:08:42.237225	ENTREGUE	info	\N
215	2767	Sistema	2025-06-16 20:08:42.238859	ENTREGUE	info	\N
216	2768	Sistema	2025-06-16 20:08:42.240473	ENTREGUE	info	\N
513	3617	Sistema	2025-06-16 20:08:43.550594	REDESPACHO	info	\N
217	2772	Sistema	2025-06-16 20:08:42.242093	ENTREGUE COMPROVANTE NO ODOO	info	\N
218	2776	Sistema	2025-06-16 20:08:42.243931	ENTREGUE COMPROVANTE NO ODOO	info	\N
219	2780	Sistema	2025-06-16 20:08:42.312198	ENTREGUE COMPROVANTE NO ODOO	info	\N
220	2763	Sistema	2025-06-16 20:08:42.314806	ENTREGUE COMPROVANTE NO ODOO	info	\N
221	2801	Sistema	2025-06-16 20:08:42.316834	ENTREGUE COMPROVANTE NO ODOO	info	\N
222	2800	Sistema	2025-06-16 20:08:42.318848	ENTREGUE COMPROVANTE NO ODOO	info	\N
223	2762	Sistema	2025-06-16 20:08:42.322784	ENTREGUE COMPROVANTE NO ODOO	info	\N
224	2764	Sistema	2025-06-16 20:08:42.32471	EM ROTA DE ENTREGA	info	\N
225	2765	Sistema	2025-06-16 20:08:42.326561	ENTREGUE COMPROVANTE NO ODOO	info	\N
226	2782	Sistema	2025-06-16 20:08:42.328442	ENTREGUE COMPROVANTE NO ODOO	info	\N
227	2835	Sistema	2025-06-16 20:08:42.330321	ENTREGUE	info	\N
228	2836	Sistema	2025-06-16 20:08:42.33218	ENTREGUE	info	\N
229	2846	Sistema	2025-06-16 20:08:42.334036	ENTREGUE	info	\N
230	2847	Sistema	2025-06-16 20:08:42.335844	ENTREGUE	info	\N
231	2851	Sistema	2025-06-16 20:08:42.337605	ENTREGUE COMPROVANTE NO ODOO	info	\N
232	2819	Sistema	2025-06-16 20:08:42.339398	ENTREGUE COMPROVANTE NO ODOO	info	\N
233	2803	Sistema	2025-06-16 20:08:42.341122	ENTREGUE COMPROVANTE NO ODOO	info	\N
234	2858	Sistema	2025-06-16 20:08:42.342859	ENTREGUE	info	\N
235	2868	Sistema	2025-06-16 20:08:42.344544	ENTREGUE	info	\N
236	2802	Sistema	2025-06-16 20:08:42.346324	ENTREGUE COMPROVANTE NO ODOO	info	\N
237	2806	Sistema	2025-06-16 20:08:42.348121	ENTREGUE COMPROVANTE NO ODOO	info	\N
238	2808	Sistema	2025-06-16 20:08:42.350652	ENTREGUE COMPROVANTE NO ODOO	info	\N
239	2809	Sistema	2025-06-16 20:08:42.352399	ENTREGUE COMPROVANTE NO ODOO	info	\N
240	2814	Sistema	2025-06-16 20:08:42.354197	ENTREGUE COMPROVANTE NO ODOO	info	\N
241	2815	Sistema	2025-06-16 20:08:42.355965	ENTREGUE COMPROVANTE NO ODOO	info	\N
242	2805	Sistema	2025-06-16 20:08:42.413288	COMPROVANTE NO ODOO	info	\N
243	2811	Sistema	2025-06-16 20:08:42.415522	ENTREGUE COMPROVANTE NO ODOO	info	\N
244	2812	Sistema	2025-06-16 20:08:42.41755	ENTREGUE COMPROVANTE NO ODOO	info	\N
245	2817	Sistema	2025-06-16 20:08:42.419398	ENTREGUE COMPROVANTE NO ODOO	info	\N
246	2818	Sistema	2025-06-16 20:08:42.421293	ENTREGUE COMPROVANTE NO ODOO	info	\N
247	2834	Sistema	2025-06-16 20:08:42.422931	ENTREGUE COMPROVANTE NO ODOO	info	\N
248	2862	Sistema	2025-06-16 20:08:42.424543	ENTREGUE COMPROVANTE NO ODOO	info	\N
249	2855	Sistema	2025-06-16 20:08:42.426295	aguardando canhoto	info	\N
250	2840	Sistema	2025-06-16 20:08:42.428017	ENTREGUE COMPROVANTE NO ODOO	info	\N
251	2838	Sistema	2025-06-16 20:08:42.429589	ENTREGUE	info	\N
252	2839	Sistema	2025-06-16 20:08:42.431256	ENTREGUE	info	\N
253	2833	Sistema	2025-06-16 20:08:42.432912	ENTREGUE COMPROVANTE NO ODOO	info	\N
254	2837	Sistema	2025-06-16 20:08:42.434725	ENTREGUE	info	\N
255	2850	Sistema	2025-06-16 20:08:42.436441	ENTREGUE COMPROVANTE NO ODOO	info	\N
256	2826	Sistema	2025-06-16 20:08:42.438194	ENTREGUE COMPROVANTE NO ODOO	info	\N
257	2820	Sistema	2025-06-16 20:08:42.439917	EM ROTA	info	\N
258	2804	Sistema	2025-06-16 20:08:42.442213	SINISTRO	info	\N
259	2889	Sistema	2025-06-16 20:08:42.444211	no cliente	info	\N
260	2870	Sistema	2025-06-16 20:08:42.445925	ENTREGUE COMPROVANTE NO ODOO	info	\N
261	2872	Sistema	2025-06-16 20:08:42.447591	ENTREGUE COMPROVANTE NO ODOO	info	\N
262	2894	Sistema	2025-06-16 20:08:42.449313	ENTREGUE COMPROVANTE NO ODOO	info	\N
263	2895	Sistema	2025-06-16 20:08:42.511647	ENTREGUE COMPROVANTE NO ODOO	info	\N
264	2896	Sistema	2025-06-16 20:08:42.514671	ENTREGUE COMPROVANTE NO ODOO	info	\N
265	2923	Sistema	2025-06-16 20:08:42.517799	ENTREGUE COMPROVANTE NO ODOO	info	\N
266	2924	Sistema	2025-06-16 20:08:42.520684	AGUARDANDO CANHOTO	info	\N
267	2929	Sistema	2025-06-16 20:08:42.522787	PEDIDO CANCELADO, NÃO ENTRERA EM ROTA	info	\N
268	2927	Sistema	2025-06-16 20:08:42.525686	PEDIDO CANCELADO, NÃO ENTRERA EM ROTA	info	\N
269	2928	Sistema	2025-06-16 20:08:42.528011	PEDIDO CANCELADO, NÃO ENTRERA EM ROTA	info	\N
270	2920	Sistema	2025-06-16 20:08:42.53109	PEDIDO CANCELADO, NÃO IRA ENTRAR EM ROTA	info	\N
271	2926	Sistema	2025-06-16 20:08:42.533183	PEDIDO CANCELADO, NÃO ENTRERA EM ROTA	info	\N
272	2922	Sistema	2025-06-16 20:08:42.537445	PEDIDO CANCELADO NF NÃO ENTRARA EM ROTA	info	\N
273	2944	Sistema	2025-06-16 20:08:42.540031	em rota de entrega	info	\N
274	2916	Sistema	2025-06-16 20:08:42.543356	NO CLIENTE	info	\N
275	2946	Sistema	2025-06-16 20:08:42.5497	ENTREGUE	info	\N
276	2947	Sistema	2025-06-16 20:08:42.553672	ENTREGUE	info	\N
277	2951	Sistema	2025-06-16 20:08:42.555655	ENTREGUE	info	\N
278	2937	Sistema	2025-06-16 20:08:42.55802	ENTREGUE COMPROVANTE NO ODOO	info	\N
279	2948	Sistema	2025-06-16 20:08:42.559924	em rota de entrega	info	\N
280	2950	Sistema	2025-06-16 20:08:42.562362	ENTREGUE COMPROVANTE NO ODOO	info	\N
281	2918	Sistema	2025-06-16 20:08:42.564651	NOTA SERA CANCELADA	info	\N
282	2919	Sistema	2025-06-16 20:08:42.567973	NOTA SERA CANCELADA	info	\N
283	2921	Sistema	2025-06-16 20:08:42.569794	NOTA SERA CANCELADA	info	\N
284	2925	Sistema	2025-06-16 20:08:42.572775	NOTA SERA CANCELADA	info	\N
285	2962	Sistema	2025-06-16 20:08:42.610683	ENTREGUE COMPROVANTE NO ODOO	info	\N
286	2963	Sistema	2025-06-16 20:08:42.613083	no cliente	info	\N
287	2969	Sistema	2025-06-16 20:08:42.615319	REDESPACHO	info	\N
288	2971	Sistema	2025-06-16 20:08:42.617296	REDESPACHO	info	\N
289	2980	Sistema	2025-06-16 20:08:42.619161	ENTREGUE COMPROVANTE NO ODOO	info	\N
290	2965	Sistema	2025-06-16 20:08:42.621102	ENTREGUE COMPROVANTE NO ODOO	info	\N
291	2978	Sistema	2025-06-16 20:08:42.622991	ENTREGUE COMPROVANTE NO ODOO	info	\N
292	2977	Sistema	2025-06-16 20:08:42.626312	ENTREGUE COMPROVANTE NO ODOO	info	\N
293	2979	Sistema	2025-06-16 20:08:42.628224	entregue	info	\N
294	2957	Sistema	2025-06-16 20:08:42.630529	em rota de entrega	info	\N
295	2994	Sistema	2025-06-16 20:08:42.633184	ENTREGUE COMPROVANTE NO ODOO	info	\N
296	2995	Sistema	2025-06-16 20:08:42.634787	ENTREGUE COMPROVANTE NO ODOO	info	\N
297	2996	Sistema	2025-06-16 20:08:42.63652	ENTREGUE COMPROVANTE NO ODOO	info	\N
298	3015	Sistema	2025-06-16 20:08:42.638415	ENTREGUE COMPROVANTE NO ODOO	info	\N
299	3018	Sistema	2025-06-16 20:08:42.640302	ENTREGUE COMPROVANTE NO ODOO	info	\N
300	2993	Sistema	2025-06-16 20:08:42.642221	REDESPACHO	info	\N
301	2998	Sistema	2025-06-16 20:08:42.644046	REDESPACHO	info	\N
302	2999	Sistema	2025-06-16 20:08:42.645941	ENTREGUE COMPROVANTE NO ODOO	info	\N
303	3002	Sistema	2025-06-16 20:08:42.648114	ENTREGUE COMPROVANTE NO ODOO	info	\N
304	3003	Sistema	2025-06-16 20:08:42.649955	ENTREGUE COMPROVANTE NO ODOO	info	\N
305	3010	Sistema	2025-06-16 20:08:42.651702	ENTREGUE COMPROVANTE NO ODOO	info	\N
306	3011	Sistema	2025-06-16 20:08:42.710821	ENTREGUE COMPROVANTE NO ODOO	info	\N
307	3006	Sistema	2025-06-16 20:08:42.713996	ENTREGUE COMPROVANTE NO ODOO	info	\N
308	3008	Sistema	2025-06-16 20:08:42.716768	ENTREGUE COMPROVANTE NO ODOO	info	\N
309	3009	Sistema	2025-06-16 20:08:42.719136	ENTREGUE COMPROVANTE NO ODOO	info	\N
310	3004	Sistema	2025-06-16 20:08:42.721253	ENTREGUE COMPROVANTE NO ODOO	info	\N
