Explicação do campo;Nome do campo já existente no sistema;Sugestão de nome;Nome do campo no excel;
Data programada para produção;;data_programacao;DATA;27/06/2025
Linha de produção;;linha_producao;SEÇÃO / MÁQUINA;1104
Código do produto;cod_produto;;CÓDIGO;4080177
Observação do PCP;;observação_pcp;OP;
Descrição do produto;nome_produto;;DESCRIÇÃO;PEPINOS EM RODELAS AGRIDOCE VD 12X440G - CAMPO BELO
Marca do produto;;cliente_produto;CLIENTE;CAMPO BELO
Quantidade;;qtd_producao;QTDE;500
