cod,qty_solicitada,cod_status,transf_idx,lot_id_origem,lote_origem_nome,location_id_origem,qty_pretendida,qty_movida,transf_status,tempo_ms_transf
210030100,51493.0,DRY_RUN_OK,1,59299,13219,8,1024.0,1024.0,DRY_RUN_OK,50
210030100,51493.0,DRY_RUN_OK,2,59481,13222,8,2816.0,2816.0,DRY_RUN_OK,49
210030100,51493.0,DRY_RUN_OK,3,59738,13225,8,3584.0,3584.0,DRY_RUN_OK,50
210030100,51493.0,DRY_RUN_OK,4,59804,13229,8,688.0,688.0,DRY_RUN_OK,51
210030100,51493.0,DRY_RUN_OK,5,59680,88761,8,9818.0,9818.0,DRY_RUN_OK,58
210030100,51493.0,DRY_RUN_OK,6,59124,BR1282/25,8,33563.0,33563.0,DRY_RUN_OK,58
210030001,52488.0,DRY_RUN_OK,1,43059,308,8,17692.0,17692.0,DRY_RUN_OK,41
210030001,52488.0,DRY_RUN_OK,2,59663,92869,8,34796.0,34796.0,DRY_RUN_OK,50
209019900,52880.0,DRY_RUN_OK,1,59637,13201,8,4500.0,4500.0,DRY_RUN_OK,52
209019900,52880.0,DRY_RUN_OK,2,59705,13227,8,948.0,948.0,DRY_RUN_OK,48
209019900,52880.0,DRY_RUN_OK,3,59088,251120,8,47432.0,47432.0,DRY_RUN_OK,52
210030000,53168.0,DRY_RUN_OK,1,55117,111,8,38472.0,38472.0,DRY_RUN_OK,55
210030000,53168.0,DRY_RUN_OK,2,59301,13219,8,1024.0,1024.0,DRY_RUN_OK,48
210030000,53168.0,DRY_RUN_OK,3,59483,13222,8,2816.0,2816.0,DRY_RUN_OK,46
210030000,53168.0,DRY_RUN_OK,4,59740,13225,8,3584.0,3584.0,DRY_RUN_OK,50
210030000,53168.0,DRY_RUN_OK,5,59806,13229,8,688.0,688.0,DRY_RUN_OK,56
210030000,53168.0,DRY_RUN_OK,6,44502,332,8,6584.0,6584.0,DRY_RUN_OK,55
209049913,57571.0,DRY_RUN_OK,1,13929,24875,8,57571.0,57571.0,DRY_RUN_OK,56
209049912,57766.0,DRY_RUN_OK,1,13928,24874,8,57766.0,57766.0,DRY_RUN_OK,44
210030326,64570.0,DRY_RUN_OK,1,59098,1610/24,8,64570.0,64570.0,DRY_RUN_OK,53
210030325,66532.0,DRY_RUN_OK,1,57326,LF/Estoque - 24715,8,34500.0,34500.0,DRY_RUN_OK,58
210030325,66532.0,DRY_RUN_OK,2,57325,LF/Estoque - MIGRAÇÃO,8,32032.0,32032.0,DRY_RUN_OK,62
210030322,69018.0,DRY_RUN_OK,1,59656,13203,8,25218.0,25218.0,DRY_RUN_OK,52
210030322,69018.0,DRY_RUN_OK,2,59789,13233,8,7392.0,7392.0,DRY_RUN_OK,52
210030322,69018.0,DRY_RUN_OK,3,44760,251041,8,36408.0,36408.0,DRY_RUN_OK,48
3800016,71290.88,DRY_RUN_OK,1,59074,082/26,8,1301.115,1301.115,DRY_RUN_OK,39
3800016,71290.88,DRY_RUN_OK,2,59614,13214,8,69989.765,69989.765,DRY_RUN_OK,43
210030209,73416.0,DRY_RUN_OK,1,59691,3107,8,72529.0,72529.0,DRY_RUN_OK,54
210030209,73416.0,DRY_RUN_OK,2,34183,5102874,8,887.0,887.0,DRY_RUN_OK,50
209000152,76068.0,DRY_RUN_OK,1,59630,13201,8,15200.0,15200.0,DRY_RUN_OK,52
209000152,76068.0,DRY_RUN_OK,2,59703,13227,8,948.0,948.0,DRY_RUN_OK,51
209000152,76068.0,DRY_RUN_OK,3,59712,13228,8,804.0,804.0,DRY_RUN_OK,55
209000152,76068.0,DRY_RUN_OK,4,59087,5326,8,51916.0,51916.0,DRY_RUN_OK,55
209000152,76068.0,DRY_RUN_OK,5,59240,8507,8,7200.0,7200.0,DRY_RUN_OK,49
209000151,79392.0,DRY_RUN_OK,1,59629,13201,8,69996.0,69996.0,DRY_RUN_OK,51
209000151,79392.0,DRY_RUN_OK,2,59702,13227,8,948.0,948.0,DRY_RUN_OK,52
209000151,79392.0,DRY_RUN_OK,3,59713,13228,8,804.0,804.0,DRY_RUN_OK,49
209000151,79392.0,DRY_RUN_OK,4,59242,6433,8,7644.0,7644.0,DRY_RUN_OK,49
210030323,84136.0,DRY_RUN_OK,1,59658,13203,8,42136.0,42136.0,DRY_RUN_OK,51
210030323,84136.0,DRY_RUN_OK,2,40279,25854,8,42000.0,42000.0,DRY_RUN_OK,49
209000410,102354.0,DRY_RUN_OK,1,59382,13192,8,1400.0,1400.0,DRY_RUN_OK,61
209000410,102354.0,DRY_RUN_OK,2,58496,13194,8,1400.0,1400.0,DRY_RUN_OK,47
209000410,102354.0,DRY_RUN_OK,3,59633,13201,8,78470.0,78470.0,DRY_RUN_OK,50
209000410,102354.0,DRY_RUN_OK,4,59350,13217,8,1409.0,1409.0,DRY_RUN_OK,54
209000410,102354.0,DRY_RUN_OK,5,59005,5159/11,8,19675.0,19675.0,DRY_RUN_OK,58
210010322,143100.0,DRY_RUN_OK,1,21159,241104,8,143100.0,143100.0,DRY_RUN_OK,52
210030110,158212.0,DRY_RUN_OK,1,59007,1129,8,158212.0,158212.0,DRY_RUN_OK,50
207210017,158380.0,DRY_RUN_OK,1,59598,13210,8,4032.0,4032.0,DRY_RUN_OK,64
207210017,158380.0,DRY_RUN_OK,2,59771,13231,8,294.0,294.0,DRY_RUN_OK,59
207210017,158380.0,DRY_RUN_OK,3,59004,ME237-205/24,8,137277.0,137277.0,DRY_RUN_OK,55
207210017,158380.0,DRY_RUN_OK,4,57577,P-15/05,8,16777.0,16777.0,DRY_RUN_OK,54
210030321,169952.0,DRY_RUN_OK,1,59655,13203,8,113450.0,113450.0,DRY_RUN_OK,52
210030321,169952.0,DRY_RUN_OK,2,55426,26225,8,56502.0,56502.0,DRY_RUN_OK,53
210030111,226276.0,DRY_RUN_OK,1,33010,80881,8,222880.0,222880.0,DRY_RUN_OK,51
